beian_hao,fof99_fund_name,fof99_short_name,fof99_advisor,fof99_price_date,fof99_price_nav,fof99_strategy_one,fof99_strategy_two,is_share_class,src_missing_reason,in_private_fund_info,in_amac,amac_fund_name,amac_working_state,amac_manager,has_db_nav,nav_rows,nav_min_date,nav_max_date,info_latest_nav_date,info_latest_nav,in_fof99_universe,fof99_policy,fof99_reason,universe_listed_at,last_fetch_date,last_fetch_status,last_ok_date,empty_date_probe
SQZ691,汇天利核心优选私募证券投资基金,汇天利核心优选,广东汇天利,2026-08-28,1.212,其他,,no,in_table_null_latest_nav_date,yes,yes,汇天利核心优选私募证券投资基金,正在运作,广东汇天利私募基金管理有限公司,no,0,,,,,no,,,,,,,
SSE970,留仁鎏金二十七号私募证券投资基金,留仁鎏金二十七号,上海留仁资产,2026-08-28,1.2327,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,留仁鎏金二十七号私募证券投资基金,正在运作,上海留仁资产管理有限公司,no,0,,,,,no,,,,,,,
SSG483,国标价值发现信任一号私募证券投资基金,国标价值发现信任一号,杭州国标资管,2026-08-28,1.6313,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,国标价值发现信任一号私募证券投资基金,正在运作,国标资产管理(杭州)有限公司,no,0,,,,,no,,,,,,,
SSL696,翀云海跃成长私募证券投资母基金,翀云海跃成长私募母基金,上海翀云,2026-08-28,1.8801,组合策略,FOF,no,in_table_null_latest_nav_date,yes,yes,翀云海跃成长私募证券投资母基金,正在运作,上海翀云私募基金管理有限公司,no,0,,,,,no,,,,,,,
SSM567,翀云海跃成长智选1期私募证券投资基金,翀云海跃成长智选1期,上海翀云,2026-08-28,1.3674,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,翀云海跃成长智选1期私募证券投资基金,正在运作,上海翀云私募基金管理有限公司,no,0,,,,,no,,,,,,,
SSW327,尚正价值成长一期私募证券投资基金,尚正价值成长一期,北京尚正,2026-08-28,1.6437,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,尚正价值成长一期私募证券投资基金,正在运作,北京尚正私募基金管理有限公司,no,0,,,,,no,,,,,,,
SSW422,百利信和创八号私募证券投资基金,百利信和创八号,福州百利信,2026-08-28,1.0206,债券策略,信用债,no,in_table_null_latest_nav_date,yes,yes,百利信和创八号私募证券投资基金,正在运作,福州经济技术开发区百利信私募基金管理有限公司,no,0,,,,,no,,,,,,,
SSW838,磬晟红利低波1号私募证券投资基金,磬晟红利低波1号,上海磬晟,2026-08-28,1.4183,股票多头,红利指增,no,in_table_null_latest_nav_date,yes,yes,磬晟红利低波1号私募证券投资基金,正在运作,上海磬晟私募基金管理有限公司,no,0,,,,,no,,,,,,,
SSX220,璞宏阳光一号私募证券投资基金,璞宏阳光一号,上海璞宏,2026-08-28,6.6741,多资产策略,复合策略,no,in_table_null_latest_nav_date,yes,yes,璞宏阳光一号私募证券投资基金,正在运作,上海璞宏私募基金管理有限公司,no,0,,,,,no,,,,,,,
SSY002,复通鲲鹏价值CTA2号私募证券投资基金,复通鲲鹏价值CTA2号,山东复通,2026-08-28,0.7173,期货策略,主观期货,no,in_table_null_latest_nav_date,yes,yes,复通鲲鹏价值CTA2号私募证券投资基金,正在运作,复通（山东）私募投资基金管理有限公司,no,0,,,,,no,,,,,,,
SSZ913,银乾春华秋实一号私募证券投资基金,银乾春华秋实一号,杭州银乾,2026-08-28,1.6056,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,银乾春华秋实一号私募证券投资基金,正在运作,杭州银乾私募基金管理有限公司,no,0,,,,,no,,,,,,,
ST3288,红孩尔凯旋3号私募证券投资基金,红孩尔凯旋3号,广州红孩尔,2026-08-28,1.3603,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,红孩尔凯旋3号私募证券投资基金,正在运作,广州红孩尔私募证券投资基金管理有限公司,no,0,,,,,no,,,,,,,
ST8788,兆元大类资产配置1期私募基金,兆元大类资产配置1期,北京兆元投资咨询,2026-08-28,2.0952,组合策略,FOF,no,in_table_null_latest_nav_date,yes,yes,兆元大类资产配置1期私募基金,正在运作,北京兆元投资咨询有限公司,no,0,,,,,no,,,,,,,
STE859,橡红价值领航1号私募证券投资基金,橡红价值领航1号,上海橡红,2026-08-28,0.7803,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,橡红价值领航1号私募证券投资基金,正在运作,上海橡红私募基金管理有限公司,no,0,,,,,no,,,,,,,
STK219,银杏善投1号私募证券投资基金,银杏善投1号,上海银杏,2026-08-28,0.9583,套利策略,期货套利,no,in_table_null_latest_nav_date,yes,yes,银杏善投1号私募证券投资基金,正在运作,上海银杏私募基金管理有限公司,no,0,,,,,no,,,,,,,
STL354,证道点复1号私募证券投资基金,证道点复1号,厦门证道,2026-08-28,1.194,股票对冲,股票T0,no,in_table_null_latest_nav_date,yes,yes,证道点复1号私募证券投资基金,正在运作,厦门证道私募基金管理有限公司,no,0,,,,,no,,,,,,,
STL927,证道嘉汇1号私募证券投资基金,证道嘉汇1号,厦门证道,2026-08-28,0.8773,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,证道嘉汇1号私募证券投资基金,正在运作,厦门证道私募基金管理有限公司,no,0,,,,,no,,,,,,,
STN228,臻选石门一号私募证券投资基金,臻选石门一号,海南臻选,2026-08-28,1.375,组合策略,FOF,no,in_table_null_latest_nav_date,yes,yes,臻选石门一号私募证券投资基金,正在运作,臻选（海南）私募基金管理有限公司,no,0,,,,,no,,,,,,,
STQ228,复通虎扑量化一号私募证券投资基金,复通虎扑量化一号,山东复通,2026-08-28,0.7911,股票多头,1000指增,no,in_table_null_latest_nav_date,yes,yes,复通虎扑量化一号私募证券投资基金,正在运作,复通（山东）私募投资基金管理有限公司,no,0,,,,,no,,,,,,,
STS356,鼎鬲资本全辰组合2号私募证券投资基金,鼎鬲资本全辰组合2号,北京鼎鬲资管,2026-08-28,1.077,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,鼎鬲资本全辰组合2号私募证券投资基金,正在运作,北京鼎鬲资本管理有限公司,no,0,,,,,no,,,,,,,
STU399,宁远通达1号私募证券投资基金,宁远通达1号,北京宁远,2026-08-28,1.7955,多资产策略,复合策略,no,in_table_null_latest_nav_date,yes,yes,宁远通达1号私募证券投资基金,正在运作,北京宁远私募基金管理有限公司,no,0,,,,,no,,,,,,,
STU951,复胜盛世一号私募证券投资基金,复胜盛世一号,上海复胜资管,2026-08-28,1.7456,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,复胜盛世一号私募证券投资基金,正在运作,上海复胜资产管理合伙企业（有限合伙）,no,0,,,,,no,,,,,,,
STV770,秋水高通ETF轮动套利1号私募证券投资基金,秋水高通ETF轮动套利1号,上海秋水高通,2026-08-28,1.6319,债券策略,信用债,no,in_table_null_latest_nav_date,yes,yes,秋水高通ETF轮动套利1号私募证券投资基金,正在运作,秋水高通私募基金管理（上海）有限公司,no,0,,,,,no,,,,,,,
STW462,罗爵4号私募证券投资基金,罗爵4号,广州罗爵,2026-08-28,2.2425,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,罗爵4号私募证券投资基金,正在运作,广州市罗爵私募证券投资基金管理有限公司,no,0,,,,,no,,,,,,,
STW827,砚博乘风量化5号私募证券投资基金,砚博乘风量化5号,深圳前海砚博乘风资管,2026-08-28,0.9968,股票多头,量化选股,no,in_table_null_latest_nav_date,yes,yes,砚博乘风量化5号私募证券投资基金,正在运作,深圳前海砚博乘风资产管理有限公司,no,0,,,,,no,,,,,,,
STX274,希尔机构日享1号私募证券投资基金,希尔机构日享1号,成都希尔,2026-08-28,1.2632,债券策略,债券复合,no,in_table_null_latest_nav_date,yes,yes,希尔机构日享1号私募证券投资基金,正在运作,成都希尔私募基金管理有限公司,no,0,,,,,no,,,,,,,
SU103C,天戈恒锐16号私募证券投资基金C类份额,天戈恒锐16号C类,上海天戈投资,2026-08-28,0.9278,股票多头,主观多头,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
SVA183,创亮明德全天候私募证券投资基金,创亮明德全天候,重庆创亮明德,2026-08-28,1.4013,多资产策略,复合策略,no,in_table_null_latest_nav_date,yes,yes,创亮明德全天候私募证券投资基金,正在运作,重庆创亮明德私募证券投资基金管理有限公司,no,0,,,,,no,,,,,,,
SVD553,智领荔斌1号私募证券投资基金,智领荔斌1号,福州智领三联,2026-08-28,1.3743,股票多头,量化选股,no,in_table_null_latest_nav_date,yes,yes,智领荔斌1号私募证券投资基金,正在运作,福州高新区智领三联私募基金管理有限公司,no,0,,,,,no,,,,,,,
SVE916,翀云海川进取私募证券投资基金,翀云海川进取,上海翀云,2026-08-28,1.7006,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,翀云海川进取私募证券投资基金,正在运作,上海翀云私募基金管理有限公司,no,0,,,,,no,,,,,,,
SVG391,千象成长56号私募证券投资基金,千象成长56号,上海千象资产,2026-08-28,1.0322,期货策略,,no,in_table_null_latest_nav_date,yes,yes,千象成长56号私募证券投资基金,正在运作,上海千象资产管理有限公司,no,0,,,,,no,,,,,,,
SVH072,罗爵5号私募证券投资基金,罗爵5号,广州罗爵,2026-08-28,2.2177,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,罗爵5号私募证券投资基金,正在运作,广州市罗爵私募证券投资基金管理有限公司,no,0,,,,,no,,,,,,,
SVH389,聚象标普500指数增强私募证券投资基金,聚象标普500指数增强,厦门聚象,2026-08-28,1.48,股票多头,500指增,no,in_table_null_latest_nav_date,yes,yes,聚象标普500指数增强私募证券投资基金,正在运作,厦门聚象私募基金管理合伙企业（有限合伙）,no,0,,,,,no,,,,,,,
SVH417,汉马山谷无为稳健型FOF私募证券投资基金,汉马山谷无为稳健型FOF,广州汉马,2026-08-28,1.4407,组合策略,FOF,no,in_table_null_latest_nav_date,yes,yes,汉马山谷无为稳健型FOF私募证券投资基金,正在运作,广州汉马私募基金管理有限公司,no,0,,,,,no,,,,,,,
SVH579,罗爵6号私募证券投资基金,罗爵6号,广州罗爵,2026-08-28,2.2121,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,罗爵6号私募证券投资基金,正在运作,广州市罗爵私募证券投资基金管理有限公司,no,0,,,,,no,,,,,,,
SVJ908,贡戛之春私募证券投资基金,贡戛之春,上海贡戛,2026-08-28,1.3805,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,贡戛之春私募证券投资基金,正在运作,上海贡戛私募基金管理有限公司,no,0,,,,,no,,,,,,,
SVL634,传山中证500指数增强1号私募证券投资基金,传山中证500指数增强1号,广州传山,2026-08-28,1.1746,股票多头,500指增,no,in_table_null_latest_nav_date,yes,yes,传山中证500指数增强1号私募证券投资基金,正在运作,广州传山私募基金管理有限公司,no,0,,,,,no,,,,,,,
SVP401,中舍明径一号私募证券投资基金,中舍明径一号,杭州中舍资管,2026-08-28,0.932,期货策略,量化期货,no,in_table_null_latest_nav_date,yes,yes,中舍明径一号私募证券投资基金,正在运作,杭州中舍资产管理有限公司,no,0,,,,,no,,,,,,,
SVP565,星际德韬私募证券投资基金,星际德韬,长兴星际,2026-08-28,1.574,股票对冲,股票多空,no,in_table_null_latest_nav_date,yes,yes,星际德韬私募证券投资基金,正在运作,长兴星际私募基金管理有限公司,no,0,,,,,no,,,,,,,
SVR025,沣京稳健八期私募证券投资基金,沣京稳健八期,北京沣京资管,2026-08-28,2.7604,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,沣京稳健八期私募证券投资基金,正在运作,沣京资本管理（北京）有限公司,no,0,,,,,no,,,,,,,
SVT100,聂丰润城一号私募证券投资基金,聂丰润城一号,上海聂丰,2026-08-28,0.95,组合策略,FOF,no,in_table_null_latest_nav_date,yes,yes,聂丰润城一号私募证券投资基金,正在运作,上海聂丰私募基金管理有限公司,no,0,,,,,no,,,,,,,
SVV450,百仑高金一号私募证券投资基金,百仑高金一号,深圳百仑基金,2026-08-28,1.6194,多资产策略,复合策略,no,in_table_null_latest_nav_date,yes,yes,百仑高金一号私募证券投资基金,正在运作,深圳市百仑基金管理有限公司,no,0,,,,,no,,,,,,,
SVW482,仙童鼎信平衡型私募证券投资基金,仙童鼎信平衡型,天津仙童投资,2026-08-28,1.0747,多资产策略,复合策略,no,in_table_null_latest_nav_date,yes,yes,仙童鼎信平衡型私募证券投资基金,正在运作,天津仙童投资管理有限责任公司,no,0,,,,,no,,,,,,,
SVX466,鼎盛仟泓多策略私募证券投资基金,鼎盛仟泓多策略,深圳鼎盛国际投资,2026-08-28,0.9004,多资产策略,复合策略,no,in_table_null_latest_nav_date,yes,yes,鼎盛仟泓多策略私募证券投资基金,正在运作,鼎盛国际投资管理（深圳）有限公司,no,0,,,,,no,,,,,,,
SVX914,信远成长3号私募证券投资基金,信远成长3号,广州信远,2026-08-28,1.0388,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,信远成长3号私募证券投资基金,正在运作,广州信远私募证券投资基金管理有限公司,no,0,,,,,no,,,,,,,
SVY633,元苔玉赑屃3号私募证券投资基金,元苔玉赑屃3号,上海元苔投资,2026-08-28,0.9932,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,元苔玉赑屃3号私募证券投资基金,正在运作,上海元苔投资管理有限公司,no,0,,,,,no,,,,,,,
SW422B,百利信和创八号私募证券投资基金B类份额,百利信和创八号B类,福州百利信,2026-08-28,1.0201,债券策略,信用债,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
SW7477,猎马汇赢私募证券投资基金,猎马汇赢,青岛猎马资管,2026-08-28,2.7406,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,猎马汇赢私募证券投资基金,正在运作,青岛猎马资产管理有限公司,no,0,,,,,no,,,,,,,
SX8492,凤翔汇金私募证券投资基金,凤翔汇金,深圳凤翔,2026-08-28,1.9579,股票多头,量化选股,no,in_table_null_latest_nav_date,yes,yes,凤翔汇金私募证券投资基金,正在运作,深圳凤翔私募证券基金管理有限公司,no,0,,,,,no,,,,,,,
SXA771,嘉运天诚金玉满堂私募证券投资基金,嘉运天诚金玉满堂,湖南嘉运天诚,2026-08-28,1.2633,股票多头,,no,in_table_null_latest_nav_date,yes,yes,嘉运天诚金玉满堂私募证券投资基金,正在运作,湖南嘉运天诚私募基金管理有限公司,no,0,,,,,no,,,,,,,
SXB155,传山套利香江2号私募证券投资基金,传山套利香江2号,广州传山,2026-08-28,1.2259,多资产策略,复合策略,no,in_table_null_latest_nav_date,yes,yes,传山套利香江2号私募证券投资基金,正在运作,广州传山私募基金管理有限公司,no,0,,,,,no,,,,,,,
SXC608,汇富联合远方1号私募证券投资基金,汇富联合远方1号,深圳前海汇富联合,2026-08-28,2.461,股票多头,量化选股,no,in_table_null_latest_nav_date,yes,yes,汇富联合远方1号私募证券投资基金,正在运作,深圳前海汇富联合私募证券基金管理有限公司,no,0,,,,,no,,,,,,,
SXC968,升科否证私募证券投资基金,升科否证,海南否证,2026-08-28,1.7029,其他,,no,in_table_null_latest_nav_date,yes,yes,升科否证私募证券投资基金,正在运作,海南否证私募基金管理合伙企业（有限合伙）,no,0,,,,,no,,,,,,,
SXD068,和御稳健精选私募证券投资基金,和御稳健精选,宁波和御,2026-08-28,1.2335,组合策略,FOF,no,in_table_null_latest_nav_date,yes,yes,和御稳健精选私募证券投资基金,正在运作,宁波和御私募基金管理有限公司,no,0,,,,,no,,,,,,,
SXD451,若水明道管理期货旗舰2期私募证券投资基金,若水明道管理期货旗舰2期,南京若水明道,2026-08-28,1.2717,期货策略,主观期货,no,in_table_null_latest_nav_date,yes,yes,若水明道管理期货旗舰2期私募证券投资基金,正在运作,南京若水明道私募基金管理有限公司,no,0,,,,,no,,,,,,,
SXF255,正德远沃丰1号私募证券投资基金,正德远沃丰1号,深圳正德远,2026-08-28,1.2791,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,正德远沃丰1号私募证券投资基金,正在运作,深圳市正德远私募证券基金管理有限公司,no,0,,,,,no,,,,,,,
SXF467,正德远太川1号私募证券投资基金,正德远太川1号,深圳正德远,2026-08-28,1.2224,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,正德远太川1号私募证券投资基金,正在运作,深圳市正德远私募证券基金管理有限公司,no,0,,,,,no,,,,,,,
SXG009,猎马安赢私募证券投资基金,猎马安赢,青岛猎马资管,2026-08-28,1.1784,多资产策略,宏观策略,no,in_table_null_latest_nav_date,yes,yes,猎马安赢私募证券投资基金,正在运作,青岛猎马资产管理有限公司,no,0,,,,,no,,,,,,,
SXH068,融智市场中性策略指数FOF私募证券投资基金,融智市场中性策略指数FOF,深圳融智,2026-08-28,1.2369,组合策略,FOF,no,in_table_null_latest_nav_date,yes,yes,融智市场中性策略指数FOF私募证券投资基金,正在运作,深圳市融智私募证券投资基金管理有限公司,no,0,,,,,no,,,,,,,
SXJ186,泉智期选1号私募证券投资基金,泉智期选1号,晋江泉智,2026-08-28,1.3947,组合策略,FOF,no,in_table_null_latest_nav_date,yes,yes,泉智期选1号私募证券投资基金,正在运作,晋江泉智私募基金管理有限公司,no,0,,,,,no,,,,,,,
SXJ331,岳鑫遥1号私募证券投资基金,岳鑫遥1号,北京岳鑫遥,2026-08-28,2.355,套利策略,,no,in_table_null_latest_nav_date,yes,yes,岳鑫遥1号私募证券投资基金,正在运作,岳鑫遥（北京）私募基金管理有限公司,no,0,,,,,no,,,,,,,
SXK567,融智套利策略指数FOF私募证券投资基金,融智套利策略指数FOF,深圳融智,2026-08-28,1.1084,组合策略,FOF,no,in_table_null_latest_nav_date,yes,yes,融智套利策略指数FOF私募证券投资基金,正在运作,深圳市融智私募证券投资基金管理有限公司,no,0,,,,,no,,,,,,,
SXK824,中成信泰恒跃星辉私募证券投资基金,中成信泰恒跃星辉,北京中成信泰资管,2026-08-28,1.2695,债券策略,债券复合,no,in_table_null_latest_nav_date,yes,yes,中成信泰恒跃星辉私募证券投资基金,正在运作,北京中成信泰资产管理有限责任公司,no,0,,,,,no,,,,,,,
SXL078,宽渡紫檀私募证券投资基金,宽渡紫檀,上海宽渡,2026-08-28,1.5551,组合策略,FOF,no,in_table_null_latest_nav_date,yes,yes,宽渡紫檀私募证券投资基金,正在运作,上海宽渡私募基金管理有限公司,no,0,,,,,no,,,,,,,
SXL291,银杏善利1号私募证券投资基金,银杏善利1号,上海银杏,2026-08-28,1.8127,股票多头,1000指增,no,in_table_null_latest_nav_date,yes,yes,银杏善利1号私募证券投资基金,正在运作,上海银杏私募基金管理有限公司,no,0,,,,,no,,,,,,,
SXM641,高益攀登者一号私募证券投资基金,高益攀登者一号,深圳高益,2026-08-28,1.8428,股票多头,量化选股,no,in_table_null_latest_nav_date,yes,yes,高益攀登者一号私募证券投资基金,正在运作,深圳市高益私募证券基金管理有限公司,no,0,,,,,no,,,,,,,
SXN801,巨量边界掘金1号私募证券投资基金,巨量边界掘金1号,北京巨量边界,2026-08-28,1.0677,多资产策略,复合策略,no,in_table_null_latest_nav_date,yes,yes,巨量边界掘金1号私募证券投资基金,正在运作,北京巨量边界私募基金管理有限公司,no,0,,,,,no,,,,,,,
SXP080,丹金新远私募证券投资基金,丹金新远,厦门丹金恒信,2026-08-28,0.987,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,丹金新远私募证券投资基金,正在运作,厦门丹金恒信私募基金管理有限公司,no,0,,,,,no,,,,,,,
SXQ047,钜豪翼安1号私募证券投资基金,钜豪翼安1号,北京钜豪,2026-08-28,1.0218,债券策略,信用债,no,in_table_null_latest_nav_date,yes,yes,钜豪翼安1号私募证券投资基金,正在运作,北京钜豪私募基金管理有限公司,no,0,,,,,no,,,,,,,
SXQ470,鼎量星空1号私募证券投资基金,鼎量星空1号,海南鼎量,2026-08-28,1.7095,股票多头,500指增,no,in_table_null_latest_nav_date,yes,yes,鼎量星空1号私募证券投资基金,正在运作,鼎量私募基金管理（海南）有限公司,no,0,,,,,no,,,,,,,
SXR086,博弈树金选套利2号私募证券投资基金,博弈树金选套利2号,广东丰煜,2026-08-28,1.568,套利策略,期货套利,no,in_table_null_latest_nav_date,yes,yes,博弈树金选套利2号私募证券投资基金,正在运作,广东丰煜私募基金管理有限公司,no,0,,,,,no,,,,,,,
SXR524,鹿秀量选红利1号私募证券投资基金,鹿秀量选红利1号,青岛鹿秀投资,2026-08-28,1.14,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,鹿秀量选红利1号私募证券投资基金,正在运作,青岛鹿秀投资管理有限公司,no,0,,,,,no,,,,,,,
SXR526,鹿秀驯鹿23号私募证券投资基金,鹿秀驯鹿23号,青岛鹿秀投资,2026-08-28,0.9753,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,鹿秀驯鹿23号私募证券投资基金,正在运作,青岛鹿秀投资管理有限公司,no,0,,,,,no,,,,,,,
SXU316,万涛私募云涛三期私募证券投资基金,万涛私募云涛三期,海南万涛,2026-08-28,1.128,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,万涛私募云涛三期私募证券投资基金,正在运作,万涛私募基金管理（海南）有限公司,no,0,,,,,no,,,,,,,
SXZ059,朴润精选1号私募证券投资基金,朴润精选1号,浙江朴润资管,2026-08-28,1.2379,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,朴润精选1号私募证券投资基金,正在运作,浙江朴润资产管理有限公司,no,0,,,,,no,,,,,,,
SXZ363,沐盛日升私募证券投资基金,沐盛日升,湖南沐盛,2026-08-28,1.0234,多资产策略,复合策略,no,in_table_null_latest_nav_date,yes,yes,沐盛日升私募证券投资基金,正在运作,湖南沐盛私募基金有限公司,no,0,,,,,no,,,,,,,
SXZ544,中胜小牛1号私募证券投资基金,中胜小牛1号,新余中胜峥盈资管,2026-08-28,2.2103,债券策略,债券复合,no,in_table_null_latest_nav_date,yes,yes,中胜小牛1号私募证券投资基金,正在运作,新余中胜峥盈资产管理合伙企业（有限合伙）,no,0,,,,,no,,,,,,,
SY0710,静观悟道帅猫策略一号私募投资基金,静观悟道帅猫策略一号,厦门静观悟道投资,2026-08-28,1.039,期货策略,主观期货,no,in_table_null_latest_nav_date,yes,yes,静观悟道帅猫策略一号私募投资基金,正在运作,厦门市静观悟道投资管理有限责任公司,no,0,,,,,no,,,,,,,
SY3837,瑞民优质成长私募证券投资基金,瑞民优质成长,广州瑞民,2026-08-28,1.7354,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,瑞民优质成长私募证券投资基金,正在运作,广州瑞民私募证券投资基金管理有限公司,no,0,,,,,no,,,,,,,
SY4152,天序积极增长一号私募基金,天序积极增长一号,上海天序,2026-08-28,0.9506,多资产策略,复合策略,no,in_table_null_latest_nav_date,yes,yes,天序积极增长一号私募基金,正在运作,上海天序私募基金管理有限公司,no,0,,,,,no,,,,,,,
SY7055,天意仁和资产精选轮动2号私募投资基金,天意仁和资产精选轮动2号,深圳天意仁和资管,2026-08-28,1.5641,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,天意仁和资产精选轮动2号私募投资基金,正在运作,深圳市天意仁和资产管理有限公司,no,0,,,,,no,,,,,,,
SY9255,弘彦家族财富二号私募证券投资基金,弘彦家族财富二号,广东弘彦资管,2026-08-28,1.0222,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,弘彦家族财富二号私募证券投资基金,正在运作,广东弘彦资产管理有限公司,no,0,,,,,no,,,,,,,
SZB124,巨量均衡可转债猎鹰一号私募证券投资基金,巨量均衡可转债猎鹰一号,珠海巨量均衡,2026-08-28,1.2052,股票多头,可转债多头,no,in_table_null_latest_nav_date,yes,yes,巨量均衡可转债猎鹰一号私募证券投资基金,正在运作,巨量均衡私募证券基金管理（珠海）有限公司,no,0,,,,,no,,,,,,,
SZB642,博润稳健多策略2号私募证券投资基金,博润稳健多策略2号,北京博润银泰投资,2026-08-28,1.081,多资产策略,复合策略,no,in_table_null_latest_nav_date,yes,yes,博润稳健多策略2号私募证券投资基金,正在运作,北京博润银泰投资管理有限公司,no,0,,,,,no,,,,,,,
SZC642,国源拾金安和2号私募证券投资基金,国源拾金安和2号,深圳国源信达资管,2026-08-28,1.9249,多资产策略,复合策略,no,in_table_null_latest_nav_date,yes,yes,国源拾金安和2号私募证券投资基金,正在运作,深圳国源信达资本管理有限公司,no,0,,,,,no,,,,,,,
SZC832,能敬价值优选三号私募证券投资基金,能敬价值优选三号,深圳能敬投资,2026-08-28,1.668,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,能敬价值优选三号私募证券投资基金,正在运作,深圳能敬投资控股有限公司,no,0,,,,,no,,,,,,,
SZD326,铭涛五号私募证券投资基金,铭涛五号,浙江铭涛资管,2026-08-28,0.8256,股票对冲,择时对冲,no,in_table_null_latest_nav_date,yes,yes,铭涛五号私募证券投资基金,正在运作,浙江铭涛资产管理有限公司,no,0,,,,,no,,,,,,,
SZD403,汉汇韬略量化3号私募证券投资基金,汉汇韬略量化3号,上海汉汇投资,2026-08-28,1.113,股票多头,量化选股,no,in_table_null_latest_nav_date,yes,yes,汉汇韬略量化3号私募证券投资基金,正在运作,上海汉汇投资有限公司,no,0,,,,,no,,,,,,,
SZD717,今通量化价值成长六号私募证券投资基金,今通量化价值成长六号,上海今通投资,2026-08-28,3.25,股票多头,1000指增,no,in_table_null_latest_nav_date,yes,yes,今通量化价值成长六号私募证券投资基金,正在运作,上海今通投资管理有限公司,no,0,,,,,no,,,,,,,
SZD955,正源信毅中证1000量化择时私募证券投资基金,正源信毅中证1000量化择时,苏州正源信毅资管,2026-08-28,1.1321,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,正源信毅中证1000量化择时私募证券投资基金,正在运作,苏州正源信毅资产管理有限公司,no,0,,,,,no,,,,,,,
SZE702,泰势势能一号私募证券投资基金,泰势势能一号,上海泰势,2026-08-28,1.5134,债券策略,信用债,no,in_table_null_latest_nav_date,yes,yes,泰势势能一号私募证券投资基金,正在运作,上海泰势私募基金管理合伙企业（有限合伙）,no,0,,,,,no,,,,,,,
SZF041,宝隽钱塘6号成长私募证券投资基金,宝隽钱塘6号成长,宁波宝隽资管,2026-08-28,2.2093,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,宝隽钱塘6号成长私募证券投资基金,正在运作,宁波宝隽资产管理有限公司,no,0,,,,,no,,,,,,,
SZF089,瑞倍稳聚1号私募证券投资基金,瑞倍稳聚1号,宁波瑞倍,2026-08-28,1.0106,套利策略,基金套利,no,in_table_null_latest_nav_date,yes,yes,瑞倍稳聚1号私募证券投资基金,正在运作,宁波瑞倍私募基金管理有限公司,no,0,,,,,no,,,,,,,
SZG779,泽鸣起富私募证券投资基金,泽鸣起富,上海泽鸣资管,2026-08-28,1.647,期货策略,主观期货,no,in_table_null_latest_nav_date,yes,yes,泽鸣起富私募证券投资基金,正在运作,上海泽鸣资产管理有限公司,no,0,,,,,no,,,,,,,
SZJ340,皓普麓山精选1号私募证券投资基金,皓普麓山精选1号,湖南皓普,2026-08-28,1.2776,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,皓普麓山精选1号私募证券投资基金,正在运作,湖南皓普私募基金管理有限公司,no,0,,,,,no,,,,,,,
SZN596,融智百舸量化FOF2号私募证券投资基金,融智百舸量化FOF2号,深圳融智,2026-08-28,1.6997,组合策略,FOF,no,in_table_null_latest_nav_date,yes,yes,融智百舸量化FOF2号私募证券投资基金,正在运作,深圳市融智私募证券投资基金管理有限公司,no,0,,,,,no,,,,,,,
SZP283,乘舟高山鎏金16号私募证券投资基金,乘舟高山鎏金16号,上海乘舟投资,2026-08-28,1.0758,股票多头,,no,in_table_null_latest_nav_date,yes,yes,乘舟高山鎏金16号私募证券投资基金,正在运作,上海乘舟投资管理有限公司,no,0,,,,,no,,,,,,,
