beian_hao,fof99_fund_name,fof99_short_name,fof99_advisor,fof99_price_date,fof99_price_nav,fof99_strategy_one,fof99_strategy_two,is_share_class,src_missing_reason,in_private_fund_info,in_amac,amac_fund_name,amac_working_state,amac_manager,has_db_nav,nav_rows,nav_min_date,nav_max_date,info_latest_nav_date,info_latest_nav,in_fof99_universe,fof99_policy,fof99_reason,universe_listed_at,last_fetch_date,last_fetch_status,last_ok_date,empty_date_probe
SSA041,灵均幸福动能量化选股领航2号私募证券投资基金,灵均幸福动能量化选股领航2号,宁波灵均投资,2026-09-01,2.0975,股票多头,量化选股,no,in_table_null_latest_nav_date,yes,yes,灵均幸福动能量化选股领航2号私募证券投资基金,正在运作,宁波灵均投资管理合伙企业（有限合伙）,no,0,,,,,no,,,,,,,
SSH900,冲和资产轮动一号私募证券投资基金,冲和资产轮动一号,北京冲和资管,2026-09-01,1.0289,多资产策略,宏观策略,no,in_table_null_latest_nav_date,yes,yes,冲和资产轮动一号私募证券投资基金,正在运作,北京冲和资产管理有限公司,no,0,,,,,no,,,,,,,
STB103,灵均意享量化选股领航1号私募证券投资基金,灵均意享量化选股领航1号,宁波灵均投资,2026-09-01,2.0885,股票多头,量化选股,no,in_table_null_latest_nav_date,yes,yes,灵均意享量化选股领航1号私募证券投资基金,正在运作,宁波灵均投资管理合伙企业（有限合伙）,no,0,,,,,no,,,,,,,
STC836,睿智—嘉蕾1号新能源私募证券投资基金,睿智—嘉蕾1号新能源,北京中晟睿智资管,2026-09-01,2.433,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,睿智—嘉蕾1号新能源私募证券投资基金,正在运作,中晟睿智（北京）资产管理有限公司,no,0,,,,,no,,,,,,,
STT693,欢乐港湾长虹8号私募证券投资基金,欢乐港湾长虹8号,深圳欢乐港湾,2026-09-01,2.2059,股票多头,量化选股,no,in_table_null_latest_nav_date,yes,yes,欢乐港湾长虹8号私募证券投资基金,正在运作,深圳欢乐港湾私募证券基金管理有限公司,no,0,,,,,no,,,,,,,
SVC130,止于至善AI应用1号私募证券投资基金,止于至善AI应用1号,北京止于至善投资,2026-09-01,3.3037,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,止于至善AI应用1号私募证券投资基金,正在运作,北京止于至善投资管理有限公司,no,0,,,,,no,,,,,,,
SVD166,财杰稳健成长私募证券投资基金,财杰稳健成长,上海财杰资管,2026-09-01,1.166,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,财杰稳健成长私募证券投资基金,正在运作,上海财杰资产管理有限公司,no,0,,,,,no,,,,,,,
SVQ660,创亮明德久鸿一号私募证券投资基金,创亮明德久鸿一号,重庆创亮明德,2026-09-01,1.6575,债券策略,信用债,no,in_table_null_latest_nav_date,yes,yes,创亮明德久鸿一号私募证券投资基金,正在运作,重庆创亮明德私募证券投资基金管理有限公司,no,0,,,,,no,,,,,,,
SVV936,白鲸中国债券安利一号私募证券投资基金,白鲸中国债券安利一号,深圳白鲸,2026-09-01,1.2441,债券策略,债券复合,no,in_table_null_latest_nav_date,yes,yes,白鲸中国债券安利一号私募证券投资基金,正在运作,深圳白鲸私募证券基金管理有限公司,no,0,,,,,no,,,,,,,
SVX982,景瑞星晟1号私募证券投资基金,景瑞星晟1号,珠海景瑞,2026-09-01,1.2692,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,景瑞星晟1号私募证券投资基金,正在运作,珠海景瑞私募基金管理有限公司,no,0,,,,,no,,,,,,,
SW4364,逸杉佑鸿稳健专项私募证券投资基金,逸杉佑鸿稳健专项,上海逸杉资管,2026-09-01,1.505,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,逸杉佑鸿稳健专项私募证券投资基金,正在运作,上海逸杉资产管理有限公司,no,0,,,,,no,,,,,,,
SXG531,紫薇朴杉1号私募证券投资基金,紫薇朴杉1号,北京紫薇,2026-09-01,1.0186,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,紫薇朴杉1号私募证券投资基金,正在运作,北京紫薇私募基金管理有限公司,no,0,,,,,no,,,,,,,
SXW775,墨竹睡美人四号私募证券投资基金,墨竹睡美人四号,海南墨竹,2026-09-01,1.0753,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,墨竹睡美人四号私募证券投资基金,正在运作,海南墨竹私募基金管理有限公司,no,0,,,,,no,,,,,,,
SY0503,景林全球基金专享私募子基金D期,景林全球基金专享私募子基金D期,上海景林资管,2026-09-01,1.7938,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,景林全球基金专享私募子基金D期,正在运作,上海景林资产管理有限公司,no,0,,,,,no,,,,,,,
SY2443,景林全球基金专享私募子基金F期,景林全球基金专享私募子基金F期,上海景林资管,2026-09-01,1.8392,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,景林全球基金专享私募子基金F期,正在运作,上海景林资产管理有限公司,no,0,,,,,no,,,,,,,
SY9542,景林致远基金专享私募子基金HM1期,景林致远基金专享私募子基金HM1期,上海景林资管,2026-09-01,3.5339,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,景林致远基金专享私募子基金HM1期,正在运作,上海景林资产管理有限公司,no,0,,,,,no,,,,,,,
SZ913A,银乾春华秋实一号私募证券投资基金A类份额,银乾春华秋实一号A类,杭州银乾,2026-09-01,1.5991,股票多头,主观多头,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
SZP731,希尔爱军混合对冲六号私募证券投资基金,希尔爱军混合对冲六号,成都希尔,2026-09-01,1.903,股票对冲,股票市场中性,no,in_table_null_latest_nav_date,yes,yes,希尔爱军混合对冲六号私募证券投资基金,正在运作,成都希尔私募基金管理有限公司,no,0,,,,,no,,,,,,,
SZY020,乘风共成基石私募证券投资基金,乘风共成基石,珠海横琴乘风,2026-09-01,0.8884,股票多头,,no,in_table_null_latest_nav_date,yes,yes,乘风共成基石私募证券投资基金,正在运作,珠海横琴乘风私募基金管理合伙企业（有限合伙）,no,0,,,,,no,,,,,,,
SZZ498,赤祺5号私募证券投资基金,赤祺5号,上海赤祺资管,2026-09-01,0.7779,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,赤祺5号私募证券投资基金,正在运作,上海赤祺资产管理有限公司,no,0,,,,,no,,,,,,,
TW208C,棱镜乾量中证1000指数增强1号私募证券投资基金C类份额,棱镜乾量中证1000指数增强1号C类,北京棱镜,2026-09-01,1.6546,股票多头,1000指增,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
VH389B,聚象标普500指数增强私募证券投资基金B类份额,聚象标普500指数增强B类,厦门聚象,2026-09-01,1.4676,股票多头,500指增,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
XA388A,佳祺A30指数增强一号私募证券投资基金A类份额,佳祺A30指数增强一号A类,杭州佳祺资管,2026-09-01,1.0349,股票多头,另类多头,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
APT69A,鑫垣基金翔尹成长七号私募证券投资基金A类份额,鑫垣基金翔尹成长七号A类,上海鑫垣,2026-09-02,2.3033,股票多头,,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
ASR68B,嘉和路战队精选配置1号私募证券投资基金B类份额,嘉和路战队精选配置1号B类,温州嘉和,2026-09-02,1.1302,组合策略,FOF,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
AXJ41A,今通新锐千里马1000指数增强私募证券投资基金A类份额,今通新锐千里马1000指数增强A类,上海今通投资,2026-09-02,1.3172,股票多头,1000指增,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
AXT66A,笃诚共赢2号私募证券投资基金A类份额,笃诚共赢2号A类,上海笃诚,2026-09-02,1.2011,股票多头,,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
B0905A,赢仕天府私募证券投资基金A类份额,赢仕天府A类,上海赢仕投资,2026-09-02,1.083,期货策略,量化期货,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
B0905B,赢仕天府私募证券投资基金B类份额,赢仕天府B类,上海赢仕投资,2026-09-02,1.082,期货策略,量化期货,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
BUJ71C,璞桥价值优选1号私募证券投资基金C类份额,璞桥价值优选1号C类,上海璞桥私募,2026-09-02,0.9907,股票多头,主观多头,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
LM406A,优美利好买专享6号私募证券投资基金A类份额,优美利好买专享6号A类,深圳优美利投资,2026-09-02,1.1681,多资产策略,复合策略,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
LM406B,优美利好买专享6号私募证券投资基金B类份额,优美利好买专享6号B类,深圳优美利投资,2026-09-02,1.4966,多资产策略,复合策略,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
SADZ27,江天星耀一期私募证券投资基金,江天星耀一期,上海江天,2026-09-02,0.9345,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,江天星耀一期私募证券投资基金,正在运作,上海江天私募基金管理有限公司,no,0,,,,,no,,,,,,,
SAGE45,在赢利贞一号私募证券投资基金,在赢利贞一号,浙江在赢,2026-09-02,1.3152,套利策略,,no,in_table_null_latest_nav_date,yes,yes,在赢利贞一号私募证券投资基金,正在运作,浙江在赢私募基金管理有限公司,no,0,,,,,no,,,,,,,
SAGH34,润磁天天盈1号私募证券投资基金,润磁天天盈1号,上海润磁,2026-09-02,1.042,股票多头,,no,in_table_null_latest_nav_date,yes,yes,润磁天天盈1号私募证券投资基金,正在运作,上海润磁私募基金管理有限公司,no,0,,,,,no,,,,,,,
SANT34,乾铭美盈稳健增强1号私募证券投资基金,乾铭美盈稳健增强1号,浙江乾铭,2026-09-02,1.0919,股票多头,,no,in_table_null_latest_nav_date,yes,yes,乾铭美盈稳健增强1号私募证券投资基金,正在运作,浙江乾铭私募基金管理有限公司,no,0,,,,,no,,,,,,,
SAQX83,金岭中诚信金家岭对冲基金指数增强2号私募证券投资基金,金岭中诚信金家岭对冲基金指数增强2号,青岛金岭,2026-09-02,0.9981,组合策略,FOF,no,in_table_null_latest_nav_date,yes,yes,金岭中诚信金家岭对冲基金指数增强2号私募证券投资基金,正在运作,青岛金岭私募基金管理有限公司,no,0,,,,,no,,,,,,,
SART52,远信广益宏观多元策略私募证券投资基金1期,远信广益宏观多元策略1期,珠海远信,2026-09-02,1.0795,多资产策略,宏观策略,no,in_table_null_latest_nav_date,yes,yes,远信广益宏观多元策略私募证券投资基金1期,正在运作,远信（珠海）私募基金管理有限公司,no,0,,,,,no,,,,,,,
SATF25,乾铭颂瑞FOF1号私募证券投资基金,乾铭颂瑞FOF1号,浙江乾铭,2026-09-02,1.0013,组合策略,FOF,no,in_table_null_latest_nav_date,yes,yes,乾铭颂瑞FOF1号私募证券投资基金,正在运作,浙江乾铭私募基金管理有限公司,no,0,,,,,no,,,,,,,
SAXJ41,今通新锐千里马1000指数增强私募证券投资基金,今通新锐千里马1000指数增强,上海今通投资,2026-09-02,1.3172,股票多头,1000指增,no,in_table_null_latest_nav_date,yes,yes,今通新锐千里马1000指数增强私募证券投资基金,正在运作,上海今通投资管理有限公司,no,0,,,,,no,,,,,,,
SAYA22,富腾四海价值成长私募证券投资基金,富腾四海价值成长,深圳富腾,2026-09-02,0.9879,股票多头,,no,in_table_null_latest_nav_date,yes,yes,富腾四海价值成长私募证券投资基金,正在运作,深圳市富腾私募证券基金管理有限公司,no,0,,,,,no,,,,,,,
SAYC06,倍漾市场中性六期1号私募证券投资基金,倍漾市场中性六期1号,南京倍漾,2026-09-02,1.0004,股票对冲,,no,in_table_null_latest_nav_date,yes,yes,倍漾市场中性六期1号私募证券投资基金,正在运作,南京倍漾私募基金管理有限公司,no,0,,,,,no,,,,,,,
SAYD55,乾铭颂瑞FOF2号私募证券投资基金,乾铭颂瑞FOF2号,浙江乾铭,2026-09-02,1.06,组合策略,FOF,no,in_table_null_latest_nav_date,yes,yes,乾铭颂瑞FOF2号私募证券投资基金,正在运作,浙江乾铭私募基金管理有限公司,no,0,,,,,no,,,,,,,
SB1879,望华卓越长顺私募证券投资基金,望华卓越长顺,青岛望华卓越投资,2026-09-02,0.992,股票多头,,no,in_table_null_latest_nav_date,yes,yes,望华卓越长顺私募证券投资基金,正在运作,望华卓越（青岛）投资管理有限公司,no,0,,,,,no,,,,,,,
SBBF81,富犇安盈二号私募证券投资基金,富犇安盈二号,上海富犇投资,2026-09-02,1.0896,期货策略,,no,in_table_null_latest_nav_date,yes,yes,富犇安盈二号私募证券投资基金,正在运作,上海富犇投资管理有限公司,no,0,,,,,no,,,,,,,
SBBQ06,倍漾市场中性六期2号私募证券投资基金,倍漾市场中性六期2号,南京倍漾,2026-09-02,1.0006,股票对冲,,no,in_table_null_latest_nav_date,yes,yes,倍漾市场中性六期2号私募证券投资基金,正在运作,南京倍漾私募基金管理有限公司,no,0,,,,,no,,,,,,,
SBCN34,托特信享300对冲1号私募证券投资基金,托特信享300对冲1号,三亚托特,2026-09-02,1.1265,股票对冲,股票市场中性,no,in_table_null_latest_nav_date,yes,yes,托特信享300对冲1号私募证券投资基金,正在运作,托特（三亚）私募基金管理有限公司,no,0,,,,,no,,,,,,,
SBJN93,钧富超级全天候6号私募证券投资基金,钧富超级全天候6号,杭州钧富投资,2026-09-02,1.0061,多资产策略,复合策略,no,in_table_null_latest_nav_date,yes,yes,钧富超级全天候6号私募证券投资基金,正在运作,杭州钧富投资管理合伙企业（有限合伙）,no,0,,,,,no,,,,,,,
SBNK33,楚恒创新药产业精选主题私募证券投资基金,楚恒创新药产业精选主题,湖南楚恒资管,2026-09-02,2.0228,其他,,no,in_table_null_latest_nav_date,yes,yes,楚恒创新药产业精选主题私募证券投资基金,正在运作,湖南楚恒资产管理有限公司,no,0,,,,,no,,,,,,,
SBNQ36,吉余翔元1号私募证券投资基金,吉余翔元1号,上海吉余,2026-09-02,1.6469,期货策略,,no,in_table_null_latest_nav_date,yes,yes,吉余翔元1号私募证券投资基金,正在运作,上海吉余私募基金管理有限公司,no,0,,,,,no,,,,,,,
SBQA38,理博晨星6号私募证券投资基金,理博晨星6号,杭州理博,2026-09-02,0.9539,股票多头,,no,in_table_null_latest_nav_date,yes,yes,理博晨星6号私募证券投资基金,正在运作,杭州理博私募基金管理有限公司,no,0,,,,,no,,,,,,,
SBTF72,富腾大象06号平衡增长私募证券投资基金,富腾大象06号平衡增长,深圳富腾,2026-09-02,0.842,股票多头,,no,in_table_null_latest_nav_date,yes,yes,富腾大象06号平衡增长私募证券投资基金,正在运作,深圳市富腾私募证券基金管理有限公司,no,0,,,,,no,,,,,,,
SEW407,宽德睿昕对冲1号私募证券投资基金,宽德睿昕对冲1号,珠海宽德,2026-09-02,1.1309,股票对冲,股票市场中性,no,in_table_null_latest_nav_date,yes,yes,宽德睿昕对冲1号私募证券投资基金,正在运作,珠海宽德私募基金管理有限公司,no,0,,,,,no,,,,,,,
SGV264,宽德睿昕春晓9号私募证券投资基金,宽德睿昕春晓9号,珠海宽德,2026-09-02,0.982,期货策略,量化期货,no,in_table_null_latest_nav_date,yes,yes,宽德睿昕春晓9号私募证券投资基金,正在运作,珠海宽德私募基金管理有限公司,no,0,,,,,no,,,,,,,
SLL263,格林施通大鹏湾财富十六期私募证券投资基金,格林施通大鹏湾财富十六期,深圳格林施通,2026-09-02,1.0777,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,格林施通大鹏湾财富十六期私募证券投资基金,正在运作,深圳市格林施通资产管理有限公司,no,0,,,,,no,,,,,,,
SNQ839,格林施通大鹏湾财富十九期私募证券投资基金,格林施通大鹏湾财富十九期,深圳格林施通,2026-09-02,1.06,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,格林施通大鹏湾财富十九期私募证券投资基金,正在运作,深圳市格林施通资产管理有限公司,no,0,,,,,no,,,,,,,
SQA413,格林施通大鹏湾财富二十一期私募证券投资基金,格林施通大鹏湾财富二十一期,深圳格林施通,2026-09-02,1.048,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,格林施通大鹏湾财富二十一期私募证券投资基金,正在运作,深圳市格林施通资产管理有限公司,no,0,,,,,no,,,,,,,
SQK991,格林施通大鹏湾财富二十二期私募证券投资基金,格林施通大鹏湾财富二十二期,深圳格林施通,2026-09-02,0.86,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,格林施通大鹏湾财富二十二期私募证券投资基金,正在运作,深圳市格林施通资产管理有限公司,no,0,,,,,no,,,,,,,
SQS445,格林施通大鹏湾财富二十四期私募证券投资基金,格林施通大鹏湾财富二十四期,深圳格林施通,2026-09-02,0.921,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,格林施通大鹏湾财富二十四期私募证券投资基金,正在运作,深圳市格林施通资产管理有限公司,no,0,,,,,no,,,,,,,
SS5414,创金FOF一号基金,创金FOF一号基金,嘉兴明道投资,2026-09-02,2.172,组合策略,FOF,no,in_table_null_latest_nav_date,yes,yes,创金FOF一号基金,正在运作,嘉兴明道投资管理有限公司,no,0,,,,,no,,,,,,,
