date,code,value
2015/08/01,EMM00191807,13.417894
2015/07/01,EMM00191807,13.397082
2015/06/01,EMM00191807,13.006629
2015/05/01,EMM00191807,13.353636
2015/04/01,EMM00191807,13.672123
2015/03/01,EMM00191807,14.298505
2015/02/01,EMM00191807,15.384148
2015/01/01,EMM00191807,15.117525
2014/12/01,EMM00191807,16.037854
2014/11/01,EMM00191807,15.800126
2014/10/01,EMM00191807,16.080127
2014/09/01,EMM00191807,16.406226
2014/08/01,EMM00191807,16.926982
2014/07/01,EMM00191807,17.858832
2014/06/01,EMM00191807,18.585563
2014/05/01,EMM00191807,17.80271
2014/04/01,EMM00191807,17.799629
2014/03/01,EMM00191807,18.403634
2014/02/01,EMM00191807,19.448597
2014/01/01,EMM00191807,19.838801
2013/12/01,EMM00191807,20.366907
2013/11/01,EMM00191807,21.214207
2013/10/01,EMM00191807,21.371766
2013/09/01,EMM00191807,22.238522
2013/08/01,EMM00191807,22.995159
2013/07/01,EMM00191807,22.931468
2013/06/01,EMM00191807,23.547257
2013/05/01,EMM00191807,25.091155
2013/04/01,EMM00191807,25.418951
2013/03/01,EMM00191807,24.661278
2013/02/01,EMM00191807,24.354373
2013/01/01,EMM00191807,24.677055
2012/12/01,EMM00191807,22.758951
2012/11/01,EMM00191807,22.665168
2012/10/01,EMM00191807,22.743874
2012/09/01,EMM00191807,22.260854
2012/08/01,EMM00191807,20.554354
2012/07/01,EMM00191807,20.627535
2012/06/01,EMM00191807,20.001869
2012/05/01,EMM00191807,19.248541
2012/04/01,EMM00191807,19.492195
2012/03/01,EMM00191807,20.596968
2012/02/01,EMM00191807,21.151078
2012/01/01,EMM00191807,20.705122
2011/12/01,EMM00191807,22.732645
2011/11/01,EMM00191807,22.820548
2011/10/01,EMM00191807,23.443298
2011/09/01,EMM00191807,23.951922
2011/08/01,EMM00191807,25.793306
2011/07/01,EMM00191807,26.310552
2011/06/01,EMM00191807,27.043543
2011/05/01,EMM00191807,27.463721
2011/04/01,EMM00191807,28.066321
2011/03/01,EMM00191807,29.223824
2011/02/01,EMM00191807,29.149115
2011/01/01,EMM00191807,30.853595
2010/12/01,EMM00191807,33.053469
2010/11/01,EMM00191807,33.052827
2010/10/01,EMM00191807,33.566279
2010/09/01,EMM00191807,33.412974
2010/08/01,EMM00191807,34.599938
2010/07/01,EMM00191807,34.508316
2010/06/01,EMM00191807,35.240433
2010/05/01,EMM00191807,40.429473
2010/04/01,EMM00191807,43.45123
2010/03/01,EMM00191807,41.314302
2010/02/01,EMM00191807,46.884088
2010/01/01,EMM00191807,48.714296
2009/12/01,EMM00191807,48.803806
2009/11/01,EMM00191807,50.266014
2009/10/01,EMM00191807,49.269684
2009/09/01,EMM00191807,47.770973
2009/08/01,EMM00191807,46.448958
2009/07/01,EMM00191807,46.084746
2009/06/01,EMM00191807,45.989232
2009/05/01,EMM00191807,41.051368
2009/04/01,EMM00191807,38.206253
2009/03/01,EMM00191807,40.030606
2009/02/01,EMM00191807,34.371683
2009/01/01,EMM00191807,32.260133
2008/12/01,EMM00191807,32.433035
2008/11/01,EMM00191807,31.250474
2008/10/01,EMM00191807,31.017795
2008/09/01,EMM00191807,32.753461
2008/08/01,EMM00191807,33.439085
2008/07/01,EMM00191807,35.895004
2008/06/01,EMM00191807,35.53635
2008/05/01,EMM00191807,37.499312
2008/04/01,EMM00191807,37.263297
2008/03/01,EMM00191807,38.0204
2008/02/01,EMM00191807,39.421451
2008/01/01,EMM00191807,39.155162
2007/12/01,EMM00191807,38.354086
2007/11/01,EMM00191807,39.031399
2007/10/01,EMM00191807,39.570688
2007/09/01,EMM00191807,37.922346
2007/08/01,EMM00191807,37.200704
2007/07/01,EMM00191807,35.542326
2007/06/01,EMM00191807,35.510122
2007/05/01,EMM00191807,34.156421
2007/04/01,EMM00191807,35.108297
2007/03/01,EMM00191807,33.853858
2007/02/01,EMM00191807,36.905825
2007/01/01,EMM00191807,36.314363
2006/12/01,EMM00191807,37.830486
2006/11/01,EMM00191807,37.505891
2006/10/01,EMM00191807,37.939466
2006/09/01,EMM00191807,35.885668
2006/08/01,EMM00191807,40.87265
2006/07/01,EMM00191807,40.468018
2006/06/01,EMM00191807,39.100011
2006/05/01,EMM00191807,41.956504
2006/04/01,EMM00191807,40.896158
2006/03/01,EMM00191807,40.340369
2006/02/01,EMM00191807,38.515464
2006/01/01,EMM00191807,37.82668
2005/12/01,EMM00191807,36.217051
2005/11/01,EMM00191807,39.195156
2005/10/01,EMM00191807,39.691822
2005/09/01,EMM00191807,41.838302
2005/08/01,EMM00191807,39.382898
2005/07/01,EMM00191807,39.376175
2005/06/01,EMM00191807,39.645655
2005/05/01,EMM00191807,39.333518
2005/04/01,EMM00191807,41.506978
2005/03/01,EMM00191807,44.452514
2005/02/01,EMM00191807,53.756737
2005/01/01,EMM00191807,53.489528
2004/12/01,EMM00191807,52.797551
2004/11/01,EMM00191807,53.243891
2004/10/01,EMM00191807,54.908209
2004/09/01,EMM00191807,57.792021
2004/08/01,EMM00191807,65.394955
2004/07/01,EMM00191807,75.056272
2004/06/01,EMM00191807,79.46614
2004/05/01,EMM00191807,100.723682
2004/04/01,EMM00191807,112.021823
2004/03/01,EMM00191807,121.932161
2004/02/01,EMM00191807,131.775319
2004/01/01,EMM00191807,139.754883
