beian_hao,product_name,list_nav_date,list_nav,nav_table_max_date,nav_table_nav_at_max,have_latest_date,date_bucket,empty_date_probe,fof99_policy
SSH452,博孚利涵盈6号私募证券投资基金,2026-06-11,0.993000,2021-08-11,1.000000,2026-06-11,1-3个月,ok,update_slow
SSL229,博孚利国强5号FOF私募证券投资基金,2026-06-11,0.586200,2021-08-18,1.000000,2026-06-11,1-3个月,ok,update_slow
SSM420,博孚利国强6号私募证券投资基金,2026-06-11,1.067000,,,2026-06-11,1-3个月,no_data,skip
SSZ388,博孚利擢英2号私募证券投资基金,2026-06-11,5.107000,,,2026-06-11,1-3个月,no_data,skip
SSZ432,博孚利牡丹2号私募证券投资基金,2026-06-11,0.591900,2021-10-15,1.000000,2026-06-11,1-3个月,ok,update_slow
SSZ551,盛冠达沪深300指数增强2号私募证券投资基金,2026-06-11,1.317300,2023-12-29,0.961000,2026-06-11,1-3个月,ok,update_slow
ST4891,量道众盈1号私募证券投资基金,2026-06-11,4.453200,,,2026-06-11,1-3个月,no_data,skip
STB089,博孚利多策略十二号私募证券投资基金,2026-06-11,1.416000,,,2026-06-11,1-3个月,no_data,skip
STB092,博孚利多策略十一号私募证券投资基金,2026-06-11,1.445600,,,2026-06-11,1-3个月,no_data,skip
STB474,博孚利尊享君悦21号私募证券投资基金,2026-06-11,1.022000,2021-11-04,1.000000,2026-06-11,1-3个月,ok,update_slow
STE250,博孚利尊享君悦30号私募证券投资基金,2026-06-11,0.988000,2021-11-24,1.000000,2026-06-11,1-3个月,ok,update_slow
STL483,博孚利擢英私募证券投资基金,2026-06-11,1.922600,,,2026-06-11,1-3个月,no_data,skip
STS621,博孚利必瑞趣定制FOF2号私募证券投资基金,2026-06-11,1.300500,2022-01-07,1.000000,2026-06-11,1-3个月,ok,update_slow
STS721,华钧雍淳1期私募证券投资基金,2026-06-11,1.078500,2022-01-13,1.000000,2026-06-11,1-3个月,ok,update_slow
STT179,昊泉瑞禧稳进一号私募证券投资基金,2026-06-11,0.980000,2024-07-26,1.139000,2026-06-11,1-3个月,ok,update_slow
STX651,每利-蓝天AI中性策略一号私募证券投资基金,2026-06-11,0.997000,2026-05-14,0.987000,2026-06-11,1-3个月,ok,update_slow
STZ187,绰瑞金轮7号私募证券投资基金,2026-06-11,1.043300,,,2026-06-11,1-3个月,no_data,skip
SVA785,涵元阿尔法12号私募证券投资基金,2026-06-11,0.970500,2022-02-16,1.000000,2026-06-11,1-3个月,ok,update_slow
SVC665,裕丰惠达1号私募证券投资基金,2026-06-11,2.480000,2022-03-30,1.000000,2026-06-11,1-3个月,ok,update_slow
SVC719,百奕低波可转债私募证券投资基金,2026-06-11,1.361900,2026-04-30,1.392300,2026-06-11,1-3个月,ok,update_slow
SVE774,鋆晟狮王套利9号私募证券投资基金,2026-06-11,1.237900,2024-08-23,1.049400,2026-06-11,1-3个月,ok,update_slow
SVJ392,天戈冠群一号,2026-06-11,2.440000,2026-05-22,2.634000,2026-06-11,1-3个月,ok,update_slow
SVM194,博孚利星源二号私募证券投资基金,2026-06-11,1.281400,2022-04-25,1.000000,2026-06-11,1-3个月,ok,update_slow
SVN564,艮岳康柏1号私募证券投资基金,2026-06-11,1.055800,,,2026-06-11,1-3个月,no_data,skip
SVR990,华钧2期私募证券投资基金,2026-06-11,2.270800,2022-05-20,1.000000,2026-06-11,1-3个月,ok,update_slow
SVT464,臻选杉原千亩私募证券投资基金,2026-06-11,1.227100,2024-04-19,1.072500,2026-06-11,1-3个月,ok,update_slow
SXE984,众壹资产伊雷稳进七号私募证券投资基金,2026-06-11,1.221000,,,2026-06-11,1-3个月,no_data,skip
SXG475,广聚星合长风神驹私募证券投资基金,2026-06-11,1.010600,2024-12-17,1.166200,2026-06-11,1-3个月,ok,update_slow
SXJ219,每利-盼盼滚雪球1号私募证券投资基金,2026-06-11,1.552000,2026-02-12,1.446000,2026-06-11,1-3个月,ok,update_slow
SXL603,博孚利多策略二十七号私募证券投资基金,2026-06-11,0.272400,2022-12-06,1.000000,2026-06-11,1-3个月,ok,update_slow
SXN895,博孚利恒跃1号私募证券投资基金,2026-06-11,0.983000,,,2026-06-11,1-3个月,no_data,skip
SXQ079,铭跃量选50一号私募证券投资基金,2026-06-11,1.637000,,,2026-06-11,1-3个月,no_data,skip
SXR916,国标中顺易优选成长私募证券投资基金,2026-06-11,2.135000,2023-12-22,0.800200,2026-06-11,1-3个月,ok,update_slow
SXW343,百慧鑫泽2号私募证券投资基金,2026-06-11,0.868700,2024-04-19,0.718800,2026-06-11,1-3个月,ok,update_slow
SXZ810,易格玉铎成长优选三号私募证券投资基金,2026-06-11,1.201900,2024-07-26,0.851400,2026-06-11,1-3个月,ok,update_slow
SXZ838,锐天金选8号私募证券投资基金,2026-06-11,1.524000,2022-12-20,1.000000,2026-06-11,1-3个月,ok,update_slow
SZB404,虎贲月德2号私募证券投资基金,2026-06-11,1.298600,2024-07-19,1.266100,2026-06-11,1-3个月,ok,update_slow
SZD838,煦荣二号私募证券投资基金,2026-06-11,1.155000,2023-03-13,1.000000,2026-06-11,1-3个月,ok,update_slow
SZE979,磐松多空对冲2号私募证券投资基金,2026-06-11,1.440700,2024-07-30,1.282400,2026-06-11,1-3个月,ok,update_slow
SZF421,珠池仁合5号私募证券投资基金,2026-06-11,1.285300,2023-01-19,1.000000,2026-06-11,1-3个月,ok,update_slow
SZG088,铭跃三号私募证券投资基金,2026-06-11,1.054000,,,2026-06-11,1-3个月,no_data,skip
SZG958,正仁中证1000指数增强私募证券投资基金,2026-06-11,1.680700,,,2026-06-11,1-3个月,no_data,skip
SZJ455,博孚利砺青私募证券投资基金,2026-06-11,1.282400,,,2026-06-11,1-3个月,no_data,skip
SZQ246,蝶威北证增强1号私募证券投资基金,2026-06-11,0.818000,,,2026-06-11,1-3个月,no_data,skip
SZU007,磐松多空对冲4号私募证券投资基金,2026-06-11,1.377000,2024-09-13,1.268000,2026-06-11,1-3个月,ok,update_slow
SZU331,博孚利衍复指增1号私募证券投资基金,2026-06-11,2.004400,2023-04-03,1.000000,2026-06-11,1-3个月,ok,update_slow
SZW638,同温层金选量化对冲2号私募证券投资基金,2026-06-11,1.142900,2023-04-18,1.000000,2026-06-11,1-3个月,ok,update_slow
S09355,博孚利玄悟1号私募证券投资基金,2026-06-10,1.183000,,,2026-06-10,1-3个月,no_data,skip
S21883,龙旗紫微量化对冲基金,2026-06-10,2.629500,,,2026-06-10,1-3个月,no_data,skip
S84080,博孚利聚强1号证券投资基金,2026-06-10,3.009800,,,2026-06-10,1-3个月,no_data,skip
SAAW09,博孚利厦门牡丹1号私募证券投资基金,2026-06-10,1.008000,,,2026-06-10,1-3个月,no_data,skip
SABU71,博孚利泓帆1号FOF私募证券投资基金,2026-06-10,1.131400,,,2026-06-10,1-3个月,no_data,skip
SACA55,致达安泰私募证券投资基金,2026-06-10,0.990400,,,2026-06-10,1-3个月,no_data,skip
SADU68,广金美好康德云享一号私募证券投资基金,2026-06-10,1.042000,,,2026-06-10,1-3个月,no_data,skip
SAEJ80,广联宏流风回雪私募证券投资基金,2026-06-10,1.033600,,,2026-06-10,1-3个月,no_data,skip
SAEJ81,广联宏星月神话稳健2号私募证券投资基金,2026-06-10,1.033800,,,2026-06-10,1-3个月,no_data,skip
SAEN49,川砺稳健七号私募证券投资基金,2026-06-10,1.104500,,,2026-06-10,1-3个月,no_data,skip
SAFQ88,善庆龙山一号私募证券投资基金,2026-06-10,2.051000,,,2026-06-10,1-3个月,no_data,skip
SAHC12,星云至恒安星私募证券投资基金,2026-06-10,1.013700,2025-12-19,0.969800,2026-06-10,1-3个月,ok,update_slow
SAHX43,博孚利专享1号私募证券投资基金,2026-06-10,1.000600,,,2026-06-10,1-3个月,no_data,skip
SAHZ27,蝶威2000指增私募证券投资基金,2026-06-10,0.973400,,,2026-06-10,1-3个月,no_data,skip
SAJT66,博孚利全天候1号私募证券投资基金,2026-06-10,1.883300,,,2026-06-10,1-3个月,no_data,skip
SAKG78,太衍跃迁5号私募证券投资基金,2026-06-10,1.000700,,,2026-06-10,1-3个月,no_data,skip
SAKT93,川砺稳健八号私募证券投资基金,2026-06-10,1.104900,,,2026-06-10,1-3个月,no_data,skip
SALR11,安远安心一期私募证券投资基金,2026-06-10,1.079700,,,2026-06-10,1-3个月,no_data,skip
SALR45,中邮永安云山一号私募证券投资基金,2026-06-10,1.085000,,,2026-06-10,1-3个月,no_data,skip
SALW04,川砺稳健九号私募证券投资基金,2026-06-10,1.085200,,,2026-06-10,1-3个月,no_data,skip
SANA24,青琰诚杰一号私募证券投资基金,2026-06-10,1.206500,,,2026-06-10,1-3个月,no_data,skip
SANW72,鸣熙承华1号私募证券投资基金,2026-06-10,1.151300,,,2026-06-10,1-3个月,no_data,skip
SARA08,时间序列红利指增2号私募证券投资基金,2026-06-10,1.086100,,,2026-06-10,1-3个月,no_data,skip
SARN33,天鸾旭日六号私募证券投资基金,2026-06-10,1.112900,,,2026-06-10,1-3个月,no_data,skip
SARZ09,中邮永安云上FOF1号私募证券投资基金,2026-06-10,1.045400,,,2026-06-10,1-3个月,no_data,skip
SAUK54,星坤星辰2号私募证券投资基金,2026-06-10,1.186300,,,2026-06-10,1-3个月,no_data,skip
SAVC48,汇升星汇泰山一号私募证券投资基金,2026-06-10,1.075700,,,2026-06-10,1-3个月,no_data,skip
SAWB65,中柏立夏私募证券投资基金,2026-06-10,0.998700,,,2026-06-10,1-3个月,no_data,skip
SAWV26,细水居30号私募证券投资基金,2026-06-10,1.270200,,,2026-06-10,1-3个月,no_data,skip
SAXY65,昱阳鸣翠5号私募证券投资基金,2026-06-10,1.471500,,,2026-06-10,1-3个月,no_data,skip
SAYL58,致邃金品中国私募证券投资基金,2026-06-10,1.108000,,,2026-06-10,1-3个月,no_data,skip
SAYS89,江煦精选对冲一号私募证券投资基金,2026-06-10,0.988700,,,2026-06-10,1-3个月,no_data,skip
SAZE79,滂沱智选量化指增私募证券投资基金,2026-06-10,1.085800,,,2026-06-10,1-3个月,no_data,skip
SAZL44,丰泰裕新周期1号私募证券投资基金,2026-06-10,0.909600,,,2026-06-10,1-3个月,no_data,skip
SB1698,博孚利洛必达1号私募证券投资基金,2026-06-10,0.998900,,,2026-06-10,1-3个月,no_data,skip
SB2965,博孚利多多私募证券投资基金,2026-06-10,1.265800,,,2026-06-10,1-3个月,no_data,skip
SB3454,汇升海鑫4号私募证券投资基金,2026-06-10,1.497900,2023-08-02,1.000000,2026-06-10,1-3个月,ok,update_slow
SB4770,长石智赢11号私募证券投资基金,2026-06-10,1.009500,,,2026-06-10,1-3个月,no_data,skip
SB5668,磐松红利指数增强进取1号私募证券投资基金,2026-06-10,1.072300,2023-07-19,1.000000,2026-06-10,1-3个月,ok,update_slow
SB5853,川砺稳健十六号私募证券投资基金,2026-06-10,1.028100,,,2026-06-10,1-3个月,no_data,skip
SB7848,博孚利涵盈16号私募证券投资基金,2026-06-10,1.050800,,,2026-06-10,1-3个月,no_data,skip
SB7893,博孚利晨安专享FOF私募证券投资基金,2026-06-10,1.179000,,,2026-06-10,1-3个月,no_data,skip
SB9533,博孚利宝瑞1号私募证券投资基金,2026-06-10,1.309300,,,2026-06-10,1-3个月,no_data,skip
SBAC67,滴海私享2号私募证券投资基金,2026-06-10,1.037500,,,2026-06-10,1-3个月,no_data,skip
SBAS32,德合科技成长增强一号私募证券投资基金,2026-06-10,0.926600,,,2026-06-10,1-3个月,no_data,skip
SBAU57,致邃投资-致信一号私募证券投资基金,2026-06-10,1.159900,,,2026-06-10,1-3个月,no_data,skip
SBBR74,大风远恒多策略1号私募证券投资基金,2026-06-10,1.106900,,,2026-06-10,1-3个月,no_data,skip
SBCA75,太衍光年中证2000指数增强2号私募证券投资基金,2026-06-10,1.212300,,,2026-06-10,1-3个月,no_data,skip
SBCJ59,太衍自旋2号私募证券投资基金,2026-06-10,1.001600,,,2026-06-10,1-3个月,no_data,skip
SBDM40,黑玺智选3号私募证券投资基金,2026-06-10,0.990900,,,2026-06-10,1-3个月,no_data,skip
SBEH13,远和可旺定制精选10号私募证券投资基金,2026-06-10,1.261700,,,2026-06-10,1-3个月,no_data,skip
SBEP28,亿嘉柏和中证1000指增一号私募证券投资基金,2026-06-10,1.243700,2026-05-08,1.116000,2026-06-10,1-3个月,ok,update_slow
SBGS81,杉石涌瑞私募证券投资基金,2026-06-10,1.207800,,,2026-06-10,1-3个月,no_data,skip
SBGT86,量智传奇ETF私募证券投资基金,2026-06-10,0.969600,,,2026-06-10,1-3个月,no_data,skip
SBKP40,橡红瀚行1号私募证券投资基金,2026-06-10,0.920600,,,2026-06-10,1-3个月,no_data,skip
SBMD67,大风远恒信享CTA私募证券投资基金,2026-06-10,1.121200,,,2026-06-10,1-3个月,no_data,skip
SBNB10,君和九思君怡1号私募证券投资基金,2026-06-10,0.971000,,,2026-06-10,1-3个月,no_data,skip
SBPM75,广联宏优孚2号私募证券投资基金,2026-06-10,1.025300,,,2026-06-10,1-3个月,no_data,skip
SBQB66,善流进取CTA三号私募证券投资基金,2026-06-10,0.953600,,,2026-06-10,1-3个月,no_data,skip
SBQG60,子润天狩1号私募证券投资基金,2026-06-10,0.991300,,,2026-06-10,1-3个月,no_data,skip
SBQU52,安远安心三期私募证券投资基金,2026-06-10,1.058800,,,2026-06-10,1-3个月,no_data,skip
SBRQ15,弈倍自由现金流精选1号私募证券投资基金,2026-06-10,0.900700,,,2026-06-10,1-3个月,no_data,skip
SCA340,龙旗御风私募投资基金,2026-06-10,1.803000,,,2026-06-10,1-3个月,no_data,skip
SCT420,博孚利超强1号私募证券投资基金,2026-06-10,1.111000,,,2026-06-10,1-3个月,no_data,skip
SCY279,盘京天道3期私募证券投资基金,2026-06-10,2.503100,2024-07-19,1.554800,2026-06-10,1-3个月,ok,update_slow
SEG925,量道观心1号私募证券投资基金,2026-06-10,2.374100,,,2026-06-10,1-3个月,no_data,skip
SGC810,博孚利牡丹3号私募证券投资基金,2026-06-10,0.924200,,,2026-06-10,1-3个月,no_data,skip
SGE910,博孚利凯玺1号私募证券投资基金,2026-06-10,1.317000,,,2026-06-10,1-3个月,no_data,skip
SGF715,宏锡量化30号私募证券投资基金,2026-06-10,1.477000,,,2026-06-10,1-3个月,no_data,skip
SGG537,博孚利泰亚1号FOF私募证券投资基金,2026-06-10,0.999000,,,2026-06-10,1-3个月,no_data,skip
SGM008,启元廖谱2号私募证券投资基金,2026-06-10,1.038400,,,2026-06-10,1-3个月,no_data,skip
SGQ947,东恺玛丽嘉私募证券投资基金,2026-06-10,1.123100,,,2026-06-10,1-3个月,no_data,skip
SGR185,理成圣远2号B期私募证券投资基金,2026-06-10,1.412000,2024-03-29,1.763000,2026-06-10,1-3个月,ok,update_slow
SGR599,中邮永安如意宁舟FOF私募证券投资基金,2026-06-10,1.184200,2023-09-28,0.991800,2026-06-10,1-3个月,ok,update_slow
SGS660,弈倍景杉量化对冲私募证券投资基金,2026-06-10,1.426800,,,2026-06-10,1-3个月,no_data,skip
SGW702,大树-安心盈扬帆8号私募证券投资基金,2026-06-10,1.522100,2023-12-01,0.680000,2026-06-10,1-3个月,ok,update_slow
SGY053,广聚星合禾荃1号私募证券投资基金,2026-06-10,4.376900,2026-01-20,5.103200,2026-06-10,1-3个月,ok,update_slow
SJ4234,远澜红松私募证券投资基金,2026-06-10,3.190200,2024-07-19,1.320600,2026-06-10,1-3个月,ok,update_slow
SJT536,宁水国债宝2号私募证券投资基金,2026-06-10,3.856000,,,2026-06-10,1-3个月,no_data,skip
SJW515,博孚利尊享7号FOF私募证券投资基金,2026-06-10,1.646200,,,2026-06-10,1-3个月,no_data,skip
SLN591,博孚利中衍尊享FOF私募证券投资基金,2026-06-10,1.062000,2020-08-13,1.000000,2026-06-10,1-3个月,ok,update_slow
SLQ933,嘉兴灏象量化CTA一号私募证券投资基金,2026-06-10,1.974700,2023-10-31,1.047800,2026-06-10,1-3个月,ok,update_slow
SLW051,恒德远征添利20号私募证券投资基金,2026-06-10,1.151900,2021-03-16,1.000000,2026-06-10,1-3个月,ok,update_slow
SLW192,中衍期货-中衍博孚利优选1号FOF集合资产管理计划,2026-06-10,1.133000,,,2026-06-10,1-3个月,no_data,skip
SLZ218,正仁股票择时二期私募证券投资基金,2026-06-10,1.115400,,,2026-06-10,1-3个月,no_data,skip
SNA681,博孚利国强3号FOF私募证券投资基金,2026-06-10,1.151500,,,2026-06-10,1-3个月,no_data,skip
SNH977,博孚利尊享16号FOF私募证券投资基金,2026-06-10,1.002000,,,2026-06-10,1-3个月,no_data,skip
SNK284,量道多策略增强1号私募证券投资基金,2026-06-10,0.777700,,,2026-06-10,1-3个月,no_data,skip
SNM488,博孚利多策略二十八号私募证券投资基金,2026-06-10,0.612900,,,2026-06-10,1-3个月,no_data,skip
SNW175,博孚利涵盈18号私募证券投资基金,2026-06-10,1.014000,,,2026-06-10,1-3个月,no_data,skip
SNX515,会世元启优孚CTA6号私募证券投资基金,2026-06-10,2.049000,2024-06-07,1.167800,2026-06-10,1-3个月,ok,update_slow
SNX911,量道CTA精选16A号私募证券投资基金,2026-06-10,1.281100,,,2026-06-10,1-3个月,no_data,skip
SQA364,盈迈盈贯一号私募证券投资基金,2026-06-10,1.180100,2021-09-17,1.142300,2026-06-10,1-3个月,ok,update_slow
SQE798,博孚利尊享22号FOF私募证券投资基金,2026-06-10,1.985000,,,2026-06-10,1-3个月,no_data,skip
SQG422,博孚利富利1号FOF私募证券投资基金,2026-06-10,1.631000,2021-03-29,1.000000,2026-06-10,1-3个月,ok,update_slow
SQL347,盘京明晟1期私募证券投资基金,2026-06-10,1.782000,2021-05-28,1.000000,2026-06-10,1-3个月,ok,update_slow
SQL875,筠道积极配置1号私募证券投资基金,2026-06-10,1.062500,2024-07-19,0.962300,2026-06-10,1-3个月,ok,update_slow
SQN092,致远投资蓬莱1号私募证券投资基金,2026-06-10,1.063400,2023-10-13,1.006000,2026-06-10,1-3个月,ok,update_slow
SQS154,飒露紫反重力一号私募证券投资基金,2026-06-10,5.308000,2023-01-20,1.581000,2026-06-10,1-3个月,ok,update_slow
SQT360,山金博孚利FOF1号私募证券投资基金,2026-06-10,1.085000,2021-06-03,1.000000,2026-06-10,1-3个月,ok,update_slow
SQY724,博孚利钱钱家永续常青壹号私募证券投资基金,2026-06-10,1.009300,2021-07-05,1.000000,2026-06-10,1-3个月,ok,update_slow
SR4469,宣夜投资启明一号私募证券投资基金,2026-06-10,1.183000,2023-01-13,1.306000,2026-06-10,1-3个月,ok,update_slow
SS6545,博孚利尊享1号FOF私募证券投资基金,2026-06-10,1.354000,,,2026-06-10,1-3个月,no_data,skip
SSD440,博孚利尊享36号FOF私募证券投资基金,2026-06-10,1.063000,2021-09-09,1.000000,2026-06-10,1-3个月,ok,update_slow
SSG550,新湖长盈聚星FOF1期集合资产管理计划,2026-06-10,1.124100,2023-05-29,0.874000,2026-06-10,1-3个月,ok,update_slow
SSH454,博孚利星源一号私募证券投资基金,2026-06-10,1.079000,2021-09-02,1.000000,2026-06-10,1-3个月,ok,update_slow
SSH955,玄元元增7号私募证券投资基金,2026-06-10,1.204500,,,2026-06-10,1-3个月,no_data,skip
SSK189,博润小牛9号私募证券投资基金,2026-06-10,1.173700,2021-08-19,1.000000,2026-06-10,1-3个月,ok,update_slow
SSL258,博孚利颂恩一号私募证券投资基金,2026-06-10,0.986100,2021-09-01,1.000000,2026-06-10,1-3个月,ok,update_slow
SSM136,龙旗股票量化多头1号私募证券投资基金,2026-06-10,2.439000,,,2026-06-10,1-3个月,no_data,skip
SSP889,鸣石未来新元量化选股1号C期私募证券投资基金,2026-06-10,2.192200,,,2026-06-10,1-3个月,no_data,skip
SSX369,博孚利三人行FOF私募证券投资基金,2026-06-10,1.234900,2021-10-18,1.000000,2026-06-10,1-3个月,ok,update_slow
SSY494,致达润丰私募证券投资基金,2026-06-10,0.947900,,,2026-06-10,1-3个月,no_data,skip
STE753,国源拾金安和8号私募证券投资基金,2026-06-10,2.571000,2024-06-28,1.475000,2026-06-10,1-3个月,ok,update_slow
STF740,厚方宏观对冲七号私募证券投资基金,2026-06-10,1.081200,2023-09-22,1.152200,2026-06-10,1-3个月,ok,update_slow
STH225,玄元元丰26号私募证券投资基金,2026-06-10,2.163400,,,2026-06-10,1-3个月,no_data,skip
STJ324,博孚利涵盈17号私募证券投资基金,2026-06-10,1.040000,2022-03-10,1.000000,2026-06-10,1-3个月,ok,update_slow
STJ782,博孚利量化掘金1号私募证券投资基金,2026-06-10,0.942000,2021-12-02,1.000000,2026-06-10,1-3个月,ok,update_slow
STN313,毅润恒升五号,2026-06-10,2.721000,2026-05-29,2.735000,2026-06-10,1-3个月,ok,update_slow
STN967,特夫郁金香量化混合1号私募证券投资基金,2026-06-10,1.179700,,,2026-06-10,1-3个月,no_data,skip
STQ243,广金美好玻色云享一号私募证券投资基金,2026-06-10,1.118500,2021-12-29,1.000000,2026-06-10,1-3个月,ok,update_slow
STT879,博孚利尊享85号FOF私募证券投资基金,2026-06-10,1.116900,2022-01-18,1.000000,2026-06-10,1-3个月,ok,update_slow
STV494,博孚利多策略60号私募证券投资基金,2026-06-10,1.332500,2022-01-25,1.000000,2026-06-10,1-3个月,ok,update_slow
STW712,广聚星合汇达1号私募证券投资基金,2026-06-10,0.996000,2026-01-19,1.922000,2026-06-10,1-3个月,ok,update_slow
STY816,华钧元封2期私募证券投资基金,2026-06-10,1.238800,2022-07-25,1.000000,2026-06-10,1-3个月,ok,update_slow
STZ941,博孚利多策略二十四号私募证券投资基金,2026-06-10,1.452900,2022-08-26,1.000000,2026-06-10,1-3个月,ok,update_slow
SVH992,时间序列红橡多策略套利一号私募证券投资基金,2026-06-10,1.152200,2025-07-18,1.092700,2026-06-10,1-3个月,ok,update_slow
SVK088,博孚利涵盈9号私募证券投资基金,2026-06-10,1.074400,2022-04-13,1.000000,2026-06-10,1-3个月,ok,update_slow
SVK789,盖亚青柯红橡中性1号私募证券投资基金,2026-06-10,1.181200,,,2026-06-10,1-3个月,no_data,skip
SVN538,长石智赢6号私募证券投资基金,2026-06-10,1.027000,2022-04-29,1.000000,2026-06-10,1-3个月,ok,update_slow
SVQ946,嘉懿日正私募证券投资基金,2026-06-10,1.204000,,,2026-06-10,1-3个月,no_data,skip
SVR723,博孚利星享FOF私募证券投资基金,2026-06-10,2.386800,2022-06-09,1.000000,2026-06-10,1-3个月,ok,update_slow
SVT112,博孚利星石家族私募证券投资基金,2026-06-10,1.671200,,,2026-06-10,1-3个月,no_data,skip
SVU423,小步一路向北科技成长私募证券投资基金,2026-06-10,1.064000,2024-07-24,0.529000,2026-06-10,1-3个月,ok,update_slow
SVW750,博孚利丰盈4号私募证券投资基金,2026-06-10,1.019700,2022-07-18,1.000000,2026-06-10,1-3个月,ok,update_slow
SVZ210,华钧尚元1期私募证券投资基金,2026-06-10,0.363400,2022-07-08,1.000000,2026-06-10,1-3个月,ok,update_slow
SXA160,跃威安鑫一号私募证券投资基金,2026-06-10,1.014600,2022-08-29,1.000000,2026-06-10,1-3个月,ok,update_slow
SXA680,信弘兴泰中证1000一号量化私募证券投资基金,2026-06-10,1.996000,,,2026-06-10,1-3个月,no_data,skip
SXB196,博孚利守安FOF私募证券投资基金,2026-06-10,0.934000,2022-08-16,1.000000,2026-06-10,1-3个月,ok,update_slow
SXD131,博孚利信新FOF一号私募证券投资基金,2026-06-10,1.207800,2022-08-23,1.000000,2026-06-10,1-3个月,ok,update_slow
SXH224,国融鼎创-深度价值精选1号私募证券投资基金,2026-06-10,1.865300,2026-06-03,1.914500,2026-06-10,1-3个月,ok,update_slow
SXH413,和桂天华1号私募证券投资基金,2026-06-10,1.263000,2022-09-16,1.000000,2026-06-10,1-3个月,ok,update_slow
SXJ836,碳硅1号私募证券投资基金,2026-06-10,0.974100,2022-09-21,1.000000,2026-06-10,1-3个月,ok,update_slow
SXM002,铸锋纯钧19号私募证券投资基金,2026-06-10,8.993000,2022-09-29,1.000000,2026-06-10,1-3个月,ok,update_slow
SXM192,蓝墨长河3号私募证券投资基金,2026-06-10,1.545400,2025-07-04,1.483800,2026-06-10,1-3个月,ok,update_slow
SXN984,银叶中证1000量化智选私募证券投资基金,2026-06-10,2.081500,,,2026-06-10,1-3个月,no_data,skip
SXQ131,宁波信本溢盛3号私募证券投资基金,2026-06-10,2.265700,2024-01-18,0.735500,2026-06-10,1-3个月,ok,update_slow
SXQ892,黑玺湖畔20号私募证券投资基金,2026-06-10,1.048300,2022-11-25,0.998700,2026-06-10,1-3个月,ok,update_slow
SXR467,安诚数盈金福稳健一号私募证券投资基金,2026-06-10,0.967000,2026-01-30,1.005000,2026-06-10,1-3个月,ok,update_slow
SXT438,博孚利牡丹5号私募证券投资基金,2026-06-10,0.937200,2022-11-28,1.000000,2026-06-10,1-3个月,ok,update_slow
SXT860,锐天金选核心1号私募证券投资基金,2026-06-10,1.463000,2024-01-19,1.149000,2026-06-10,1-3个月,ok,update_slow
SXU522,博孚利涵盈3号私募证券投资基金,2026-06-10,1.091400,2022-12-09,1.000000,2026-06-10,1-3个月,ok,update_slow
SXX011,古木期权多维艺术1号私募证券投资基金,2026-06-10,1.052000,,,2026-06-10,1-3个月,no_data,skip
SXX905,中邮永安松柏一号私募证券投资基金,2026-06-10,1.508900,2022-12-14,1.000000,2026-06-10,1-3个月,ok,update_slow
SXY025,高澈境内外股票多空私募证券投资基金3期母壹,2026-06-10,1.255700,2024-01-19,0.708500,2026-06-10,1-3个月,ok,update_slow
SXY934,广聚星合紫曦宏观配置1号,2026-06-10,0.868600,2026-06-05,0.891900,2026-06-10,1-3个月,ok,update_slow
SXZ016,博孚利年糕一号FOF私募证券投资基金,2026-06-10,1.251200,2022-12-21,1.000000,2026-06-10,1-3个月,ok,update_slow
SXZ254,君信泓远1号私募证券投资基金,2026-06-10,1.519200,2022-12-27,1.000000,2026-06-10,1-3个月,ok,update_slow
SY1485,群博多策略混合私募基金,2026-06-10,3.914000,2022-07-29,3.321000,2026-06-10,1-3个月,ok,update_slow
SY8885,黑翼风行三号沪深300指数增强私募投资基金,2026-06-10,2.573000,,,2026-06-10,1-3个月,no_data,skip
SZA480,博孚利牡丹4号私募证券投资基金,2026-06-10,0.844100,2022-12-26,1.000000,2026-06-10,1-3个月,ok,update_slow
SZC437,量道永峰1号私募证券投资基金,2026-06-10,1.383800,,,2026-06-10,1-3个月,no_data,skip
SZE008,坤望专享6号私募证券投资基金,2026-06-10,2.294900,2023-04-13,1.000000,2026-06-10,1-3个月,ok,update_slow
SZJ918,博孚利多策略三十二号私募证券投资基金,2026-06-10,1.867300,2023-04-04,1.000000,2026-06-10,1-3个月,ok,update_slow
SZL121,红锚价值5号私募证券投资基金,2026-06-10,1.307200,2023-03-10,1.000000,2026-06-10,1-3个月,ok,update_slow
SZM645,物朴建瓴二号私募证券投资基金,2026-06-10,1.726000,,,2026-06-10,1-3个月,no_data,skip
SZN161,瑷尔德润禾2号私募证券投资基金,2026-06-10,1.058600,2024-07-19,1.002700,2026-06-10,1-3个月,ok,update_slow
SZR292,博孚利明远1号私募证券投资基金,2026-06-10,1.124000,2023-04-18,1.000000,2026-06-10,1-3个月,ok,update_slow
SZS453,山海初旭私募证券投资基金,2026-06-10,1.943900,2024-07-25,1.086300,2026-06-10,1-3个月,ok,update_slow
SZS454,山海白驹私募证券投资基金,2026-06-10,0.917400,2024-07-25,1.034600,2026-06-10,1-3个月,ok,update_slow
SZS455,山海晷景私募证券投资基金,2026-06-10,1.213700,2024-07-25,1.033400,2026-06-10,1-3个月,ok,update_slow
SAAW56,涵盈博孚利2号私募证券投资基金,2026-06-09,1.463900,,,2026-06-09,1-3个月,no_data,skip
