beian_hao,fof99_fund_name,fof99_short_name,fof99_advisor,fof99_price_date,fof99_price_nav,fof99_inception_date,fof99_fund_state,fof99_fund_type,fof99_strategy_one,fof99_strategy_two,in_private_fund_info,list_product_name,list_nav_date,list_nav,table_bucket,in_amac,amac_fund_name,amac_working_state,amac_fund_type,amac_manager,missing_reason
BQT54B,盛世融邦15号私募证券投资基金B类份额,盛世融邦15号B类,广州盛世融邦,2026-08-28,0.9828,2026-02-06,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BQR35A,巨量均衡量选一号私募证券投资基金A类份额,巨量均衡量选一号A类,珠海巨量均衡,2026-08-28,1.1469,2026-02-11,1,2,股票多头,量化选股,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BQC47C,伯兄太安私募证券投资基金C类份额,伯兄太安C类,上海伯兄投资,2026-08-28,1.319,2026-02-05,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BQA49A,衍舟踏浪5号中证1000指增私募证券投资基金A类份额,衍舟踏浪5号中证1000指增A类,海南衍舟,2026-08-28,0.967,2026-02-03,1,2,股票多头,1000指增,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BPY84A,澜胜稳赋套利1号私募证券投资基金A类份额,澜胜稳赋套利1号A类,上海澜胜,2026-08-28,1.0782,2026-01-27,1,2,套利策略,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BPR82A,正仁多资产二号私募证券投资基金A类份额,正仁多资产二号A类,海南正仁,2026-08-28,1.0139,2026-02-12,1,2,多资产策略,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BPP91A,持赢一马当先私募证券投资基金A类份额,持赢一马当先A类,南京持赢,2026-08-28,0.877,2026-01-30,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BPF23A,系综期货策略1号私募证券投资基金A类份额,系综期货策略1号A类,上海系综,2026-08-28,0.9945,2026-01-26,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BPB02A,金睿和稳益私募证券投资基金A类份额,金睿和稳益A类,广东金睿和投资,2026-08-28,0.9984,2026-01-21,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BNS69B,棱镜乾量中证1000指数增强2号私募证券投资基金B类份额,棱镜乾量中证1000指数增强2号B类,北京棱镜,2026-08-28,1.0092,2026-02-03,1,2,股票多头,1000指增,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BNS17A,纯达红利增强一号私募证券投资基金A类份额,纯达红利增强一号A类,上海纯达资管,2026-08-28,0.9622,2026-01-29,1,2,股票多头,红利指增,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BNQ24B,浙富资本价值精选2号私募证券投资基金B类份额,浙富资本价值精选2号B类,浙江浙富,2026-08-28,1.1387,2026-01-29,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BNE11A,进化论三维启航6号私募证券投资基金A类份额,进化论三维启航6号A类,海南进化论,2026-08-28,0.9914,2026-01-27,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BNB64B,汇融CTA增强13号私募证券投资基金B类份额,汇融CTA增强13号B类,湖南汇智融达,2026-08-28,1.0744,2026-01-06,1,2,期货策略,主观期货,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BNA95A,博衍九溪CTA5号私募证券投资基金A类份额,博衍九溪CTA5号A类,杭州博衍,2026-08-28,1.0202,2026-01-07,1,2,期货策略,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BMX07A,中颖济钧私募证券投资基金A类份额,中颖济钧A类,深圳中颖投资,2026-08-28,0.8027,2026-01-15,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BMV02B,信义利CTA一号私募证券投资基金B类份额,信义利CTA一号B类,深圳信义利资管,2026-08-28,1.2954,2026-01-06,1,2,期货策略,量化期货,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BMU35A,天添淳量私募证券投资基金A类份额,天添淳量A类,平潭天添资管,2026-08-28,0.9388,2025-12-23,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BMQ98A,今通赤兔红利进取1号私募证券投资基金A类份额,今通赤兔红利进取1号A类,上海今通投资,2026-08-28,1.0051,2026-01-28,1,2,股票多头,红利指增,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BMN29B,森恩临界三号私募证券投资基金B类份额,森恩临界三号B类,上海森恩资管,2026-08-28,0.8915,2026-01-23,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BMM50B,环恒启明星1号私募证券投资基金B类份额,环恒启明星1号B类,浙江环恒资管,2026-08-28,1.0047,2025-12-19,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BLV97C,复利成长1号私募证券投资基金C类份额,复利成长1号C类,海南复利,2026-08-28,0.9353,2025-12-15,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BLP12A,中南璞阳二号私募证券投资基金A类份额,中南璞阳二号A类,深圳中南资管,2026-08-28,1.065,2026-01-12,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BLM15C,天鹭中证1000指数增强私募证券投资基金C类份额,天鹭中证1000指数增强C类,上海天鹭,2026-08-28,0.9986,2026-01-09,1,2,股票多头,1000指增,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BLM15B,天鹭中证1000指数增强私募证券投资基金B类份额,天鹭中证1000指数增强B类,上海天鹭,2026-08-28,0.999,2026-01-09,1,2,股票多头,1000指增,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BLK71C,龙旗红利科技轮动平衡1号私募证券投资基金C类份额,龙旗红利科技轮动平衡1号C类,杭州龙旗科技,2026-08-28,1.0981,2025-12-04,1,2,股票多头,另类多头,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BKY87A,纯达多策略一号私募证券投资基金A类份额,纯达多策略一号A类,上海纯达资管,2026-08-28,0.9886,2025-12-08,1,2,多资产策略,复合策略,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BKW91A,量盈日升专享18号私募证券投资基金A类份额,量盈日升专享18号A类,浙江量盈投资,2026-08-28,1.033,2025-12-08,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BKU65B,秋水高通图南1号私募证券投资基金B类份额,秋水高通图南1号B类,上海秋水高通,2026-08-28,1.077,2025-12-02,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BKU57A,久期云霄量化5号私募证券投资基金A类份额,久期云霄量化5号A类,上海久期投资,2026-08-28,1.01,2025-12-26,1,2,多资产策略,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BKT67B,天辉萨尔1号私募证券投资基金B类份额,天辉萨尔1号B类,上海天辉,2026-08-28,1.5602,2025-12-05,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BKR00C,伯兄颐德私募证券投资基金C类份额,伯兄颐德C类,上海伯兄投资,2026-08-28,0.871,2025-12-09,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BKP62C,翰荣狮子量化精选11号私募证券投资基金C类份额,翰荣狮子量化精选11号C类,深圳翰荣,2026-08-28,1.0383,2025-12-03,1,2,股票对冲,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BKN89A,文睿元宝私募证券投资基金A类份额,文睿元宝A类,北京文睿,2026-08-28,1.0893,2025-11-25,1,2,套利策略,基金套利,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BKL73A,千衍六和56号1000指增私募证券投资基金A类份额,千衍六和56号1000指增A类,上海千衍,2026-08-28,1.0183,2026-01-23,1,2,股票多头,1000指增,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BKL67A,资瑞兴富丽私募证券投资基金A类份额,资瑞兴富丽A类,深圳资瑞兴投资,2026-08-28,1.0848,2025-11-27,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BKJ97C,衍合量化选股进取2号私募证券投资基金C类份额,衍合量化选股进取2号C类,上海衍合,2026-08-28,0.9693,2025-12-02,1,2,股票多头,量化选股,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BKJ44B,因诺天问58号私募证券投资基金B类份额,因诺天问58号B类,上海因诺资管,2026-08-28,1.0135,2026-01-14,1,2,期货策略,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BKJ44A,因诺天问58号私募证券投资基金A类份额,因诺天问58号A类,上海因诺资管,2026-08-28,1.0056,2026-01-14,1,2,期货策略,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BKG64B,汇融林健CTA进取12号私募证券投资基金B类份额,汇融林健CTA进取12号B类,湖南汇智融达,2026-08-28,1.0846,2025-11-21,1,2,期货策略,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BJY92A,金翼环球均衡私募证券投资基金A类份额,金翼环球均衡A类,珠海横琴金翼,2026-08-28,1.0327,2026-01-12,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BJW49A,天泉证道泉金1号私募证券投资基金A类份额,天泉证道泉金1号A类,杭州天泉证道,2026-08-28,1.2212,2025-11-21,1,2,其他,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BJW02A,巨量均衡科技精选一号私募证券投资基金A类份额,巨量均衡科技精选一号A类,珠海巨量均衡,2026-08-28,1.2575,2025-11-18,1,2,期货策略,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BJR08B,明上进取22号私募证券投资基金B类份额,明上进取22号B类,海南明上,2026-08-28,1.0192,2025-11-28,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BJG67B,守正用奇指数增强7号私募证券投资基金B类份额,守正用奇指数增强7号B类,广州守正用奇,2026-08-28,1.0697,2025-11-04,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BJF07B,星汇天玑3号私募证券投资基金B类份额,星汇天玑3号B类,上海思达星汇,2026-08-28,1.0691,2025-11-11,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BJD87A,千象卓越26号中证500指数增强私募证券投资基金A类份额,千象卓越26号中证500指数增强A类,上海千象资产,2026-08-28,1.0978,2025-12-03,1,2,股票多头,500指增,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BJD39B,良源1号私募证券投资基金B类份额,良源1号B类,南京良源,2026-08-28,1.0796,2025-11-10,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BJB52C,京盈智投博益11号私募证券投资基金C类份额,京盈智投博益11号C类,珠海京盈智投,2026-08-28,1.2833,2025-10-27,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BHP28B,博芮东方稳行一号私募证券投资基金B类份额,博芮东方稳行一号B类,厦门博芮东方投资,2026-08-28,1.1116,2025-11-05,1,2,期权策略,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BHN21D,智信融科多策略十二号私募证券投资基金D类份额,智信融科多策略十二号D类,上海智信融科,2026-08-28,0.9595,2025-11-04,1,2,多资产策略,复合策略,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BHL42A,持赢一路同行私募证券投资基金A类份额,持赢一路同行A类,南京持赢,2026-08-28,0.993,2025-12-03,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BGZ95B,东源中证1000指数策略2号私募证券投资基金B类份额,东源中证1000指数策略2号B类,天津东源投资,2026-08-28,1.1461,2025-10-13,1,2,股票多头,1000指增,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BGU32A,叁道坤载私募证券投资基金A类份额,叁道坤载A类,广东叁道合力投资,2026-08-28,1.0895,2025-10-17,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BGQ42A,泓赫精选进取私募证券投资基金A类份额,泓赫精选进取A类,上海泓赫投资,2026-08-28,1.1626,2025-09-30,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BGM10A,景麒瑞阳稳健1号私募证券投资基金A类份额,景麒瑞阳稳健1号A类,海南景麒,2026-08-28,1.0703,2025-09-24,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BGA16A,云禧米兰3号私募证券投资基金A类份额,云禧米兰3号A类,广州云禧,2026-08-28,1.0688,2025-09-26,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BFZ46B,量森长阳优选私募证券投资基金B类份额,量森长阳优选B类,惠州市量森投资,2026-08-28,1.0921,2025-09-15,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BFZ36B,鼎鬲资本文艺复兴3号私募证券投资基金B类份额,鼎鬲资本文艺复兴3号B类,北京鼎鬲资管,2026-08-28,0.9182,2025-09-15,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BFW89B,金藏元金权二号私募证券投资基金B类份额,金藏元金权二号B类,浙江金藏元投资,2026-08-28,1.0554,2025-09-25,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BFH24B,远和可旺20号私募证券投资基金B类份额,远和可旺20号B类,杭州远和,2026-08-28,1.1834,2025-12-04,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BFD34A,腾霄圣丰一号私募证券投资基金A类份额,腾霄圣丰一号A类,上海腾霄投资,2026-08-28,1.093,2025-09-04,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BFA02A,启元远方2号私募证券投资基金A类份额,启元远方2号A类,温州启元资管,2026-08-28,0.8553,2025-10-21,1,2,股票多头,主观多头,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BEY11B,易生金韦相良私募证券投资基金B类份额,易生金韦相良B类,深圳易生金投资,2026-08-28,1.1755,2025-09-01,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BEX77A,正瀛骐骥中证1000指数增强2号私募证券投资基金A类份额,正瀛骐骥中证1000指数增强2号A类,上海正瀛资管,2026-08-28,1.1311,2025-10-22,1,2,股票多头,1000指增,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BEX74B,正瀛骐骥中证2000指数增强5号私募证券投资基金B类份额,正瀛骐骥中证2000指数增强5号B类,上海正瀛资管,2026-08-28,1.1073,2025-10-22,1,2,股票多头,2000指增,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BEX74A,正瀛骐骥中证2000指数增强5号私募证券投资基金A类份额,正瀛骐骥中证2000指数增强5号A类,上海正瀛资管,2026-08-28,1.0979,2025-10-22,1,2,股票多头,2000指增,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BEX71A,正瀛骐骥中证2000指数增强3号私募证券投资基金A类份额,正瀛骐骥中证2000指数增强3号A类,上海正瀛资管,2026-08-28,1.1043,2025-10-20,1,2,股票多头,2000指增,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BEU88A,海南川控浮玉山私募证券投资基金A类份额,海南川控浮玉山A类,海南川控,2026-08-28,1.3027,2025-09-04,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BEQ54A,千象全景多元量化23号私募证券投资基金A类份额,千象全景多元量化23号A类,上海千象资产,2026-08-28,1.0492,2025-10-10,1,2,期货策略,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BEA95B,复胜盛业八号私募证券投资基金B类份额,复胜盛业八号B类,上海复胜资管,2026-08-28,1.242,2025-08-29,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BEA43B,尚湖沄衡1号私募证券投资基金B类份额,尚湖沄衡1号B类,上海尚湖,2026-08-28,1.0288,2025-12-19,1,2,期权策略,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BDS46A,铸山进取三号私募证券投资基金A类份额,铸山进取三号A类,珠海横琴新区铸山,2026-08-28,1.077,2025-09-19,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BDL75A,飞恒安心1号私募证券投资基金A类份额,飞恒安心1号A类,海南飞恒,2026-08-28,1.0388,2025-08-27,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BDH22B,宏珠轩宇智选一号私募证券投资基金B类份额,宏珠轩宇智选一号B类,上海宏珠资管,2026-08-28,1.2046,2025-08-15,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BDH22A,宏珠轩宇智选一号私募证券投资基金A类份额,宏珠轩宇智选一号A类,上海宏珠资管,2026-08-28,1.2006,2025-08-15,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BCZ68C,盈怀诚心1号私募证券投资基金C类份额,盈怀诚心1号C类,上海盈怀,2026-08-28,1.1784,2025-08-07,1,2,股票多头,主观多头,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BCS61A,木莲锐进1号私募证券投资基金A类份额,木莲锐进1号A类,深圳木莲,2026-08-28,1.1812,2025-08-04,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BCB86B,泽赢玄坛稳进二号私募证券投资基金B类份额,泽赢玄坛稳进二号B类,江苏泽赢,2026-08-28,1.1365,2025-07-31,1,2,股票多头,2000指增,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BCB48B,远和可颂20号私募证券投资基金B类份额,远和可颂20号B类,杭州远和,2026-08-28,1.198,2025-11-24,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BCA57A,木莲长青1号私募证券投资基金A类份额,木莲长青1号A类,深圳木莲,2026-08-28,1.088,2025-08-01,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BBX57A,宏珠CTA二号私募证券投资基金A类份额,宏珠CTA二号A类,上海宏珠资管,2026-08-28,0.9345,2026-01-29,1,2,期货策略,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BBN88A,量创陆港科技1号私募证券投资基金A类份额,量创陆港科技1号A类,前海量创投资,2026-08-28,1.7084,2025-07-31,1,2,多资产策略,复合策略,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BBG04C,万柏涌利1号私募证券投资基金C类份额,万柏涌利1号C类,万柏基金,2026-08-28,1.3675,2025-07-11,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BBG00B,碓泉可变阿尔法进取三号私募证券投资基金B类份额,碓泉可变阿尔法进取三号B类,杭州水碓泉资管,2026-08-28,0.912,2025-07-10,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BBB10A,极量精选指增二号私募证券投资基金A类份额,极量精选指增二号A类,共青城极量投资,2026-08-28,1.4577,2025-07-02,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BAU02B,价远苏鹰8号私募证券投资基金B类份额,价远苏鹰8号B类,浙江价远投资,2026-08-28,1.016,2025-08-15,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BAQ94B,六妙星彩云归低波2号私募证券投资基金B类份额,六妙星彩云归低波2号B类,北京六妙星,2026-08-28,1.0732,2025-06-25,1,2,套利策略,期权套利,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BAP94C,泓涞5号私募证券投资基金C类份额,泓涞5号C类,深圳前海泓涞资管,2026-08-28,0.962,2025-07-28,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BAD00C,榕树海春华1号私募证券投资基金C类份额,榕树海春华1号C类,珠海榕树海,2026-08-28,1.0143,2025-06-23,1,2,股票对冲,股票市场中性,no,,,,not_in_table,no,,,,,not_in_private_fund_info
B7186A,宝荟灵策爆米花5号私募证券投资基金A类份额,宝荟灵策爆米花5号A类,上海宝荟投资,2026-08-28,1.1176,2023-08-07,1,2,股票多头,主观多头,no,,,,not_in_table,no,,,,,not_in_private_fund_info
B5005A,鑫乐达8号私募证券投资基金A类份额,鑫乐达8号A类,上海微积分,2026-08-28,1.6779,2023-07-10,1,2,股票多头,主观多头,no,,,,not_in_table,no,,,,,not_in_private_fund_info
B3161A,凤翔安泰私募证券投资母基金A类份额,凤翔安泰私募母基金A类,深圳凤翔,2026-08-28,1.2604,2023-06-20,1,2,组合策略,FOF,no,,,,not_in_table,no,,,,,not_in_private_fund_info
B3080A,君弘价值成长2号私募证券投资基金A类份额,君弘价值成长2号A类,深圳君弘投资,2026-08-28,2.523,2023-08-02,1,2,股票多头,主观多头,no,,,,not_in_table,no,,,,,not_in_private_fund_info
B2110A,君翊中证1000指数增强私募证券投资基金A类份额,君翊中证1000指数增强A类,常州君翊投资,2026-08-28,1.2452,2023-06-20,1,2,股票多头,1000指增,no,,,,not_in_table,no,,,,,not_in_private_fund_info
AZZ23A,千象信享全景成长10号私募证券投资基金A类份额,千象信享全景成长10号A类,上海千象资产,2026-08-28,1.2061,2025-07-18,1,2,期货策略,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
AZM86A,博益川行阿尔法1号私募证券投资基金A类份额,博益川行阿尔法1号A类,深圳博益,2026-08-28,0.9662,2025-09-29,1,2,股票对冲,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
AYZ85C,衍合多元进取1000指数增强7号私募证券投资基金C类份额,衍合多元进取1000指数增强7号C类,上海衍合,2026-08-28,1.0451,2025-08-21,1,2,股票多头,1000指增,no,,,,not_in_table,no,,,,,not_in_private_fund_info
AYB14A,蜂起期权对冲2号私募证券投资基金A类份额,蜂起期权对冲2号A类,珠海蜂起资本,2026-08-28,1.0434,2025-05-12,1,2,期权策略,场内期权,no,,,,not_in_table,no,,,,,not_in_private_fund_info
AXV07B,森恩临界二号证券私募投资基金B类份额,森恩临界二号B类,上海森恩资管,2026-08-28,0.8789,2025-07-01,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
AXE88A,会世宏观量化1号私募证券投资基金A类份额,会世宏观量化1号A类,上海会世,2026-08-28,1.2083,2025-05-12,1,2,多资产策略,宏观策略,no,,,,not_in_table,no,,,,,not_in_private_fund_info
AWX18C,国源拾金11号私募证券投资基金C类份额,国源拾金11号C类,深圳国源信达资管,2026-08-28,1.3985,2025-06-19,1,2,多资产策略,复合策略,no,,,,not_in_table,no,,,,,not_in_private_fund_info
AWW55A,米答萨卡1号私募证券投资基金A类份额,米答萨卡1号A类,上海米答资管,2026-08-28,1.0483,2025-08-12,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
AWV60A,星汇星河1号私募证券投资基金A类份额,星汇星河1号A类,上海思达星汇,2026-08-28,1.1072,2025-04-11,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
AWP32C,智信融科CTA十号私募证券投资基金C类份额,智信融科CTA十号C类,上海智信融科,2026-08-28,1.0086,2025-04-10,1,2,期货策略,量化期货,no,,,,not_in_table,no,,,,,not_in_private_fund_info
AWN66C,交睿宏安1号私募证券投资基金C类份额,交睿宏安1号C类,上海交睿,2026-08-28,1.0575,2025-11-18,1,2,多资产策略,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
AWN66B,交睿宏安1号私募证券投资基金B类份额,交睿宏安1号B类,上海交睿,2026-08-28,1.06,2025-11-18,1,2,多资产策略,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
AWD73A,六屏复利二号私募证券投资基金A类份额,六屏复利二号A类,武汉六屏,2026-08-28,1.0478,2025-03-21,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
AVY93A,简雍中证全指指数增强一号私募证券投资基金A类份额,简雍中证全指指数增强一号A类,上海简雍资管,2026-08-28,1.2946,2025-04-16,1,2,股票多头,量化选股,no,,,,not_in_table,no,,,,,not_in_private_fund_info
AVW59B,千象鑫享全景多元量化9号私募证券投资基金B类份额,千象鑫享全景多元量化9号B类,上海千象资产,2026-08-28,1.1167,2025-04-23,1,2,期货策略,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
AVN10A,国富联合百益私募证券投资基金A类份额,国富联合百益A类,青岛国富联合,2026-08-28,1.0653,2025-03-18,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
AVH33B,吉余牡丹私募证券投资基金B类份额,吉余牡丹B类,上海吉余,2026-08-28,1.1578,2025-06-16,1,2,期货策略,主观期货,no,,,,not_in_table,no,,,,,not_in_private_fund_info
AUW96B,今通赤兔红利指数增强私募证券投资基金B类份额,今通赤兔红利指数增强B类,上海今通投资,2026-08-28,1.2469,2025-03-11,1,2,股票多头,红利指增,no,,,,not_in_table,no,,,,,not_in_private_fund_info
AUT16A,恺博厚利1号私募证券投资基金A类份额,恺博厚利1号A类,上海恺博,2026-08-28,1.0784,2025-03-05,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
AUR70C,明实元择宏观均衡1号私募证券投资基金C类份额,明实元择宏观均衡1号C类,平潭明实,2026-08-28,1.1625,2025-08-15,1,2,多资产策略,宏观策略,no,,,,not_in_table,no,,,,,not_in_private_fund_info
AUA28C,陆生生中证A500指数增强1号私募证券投资基金C类份额,陆生生中证A500指数增强1号C类,青岛陆生生,2026-08-28,1.1101,2025-09-12,1,2,股票多头,A500指增,no,,,,not_in_table,no,,,,,not_in_private_fund_info
ATX71B,千象全景多元量化3号私募证券投资基金B类份额,千象全景多元量化3号B类,上海千象资产,2026-08-28,1.0987,2025-06-06,1,2,期货策略,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
ATV14A,瀚鑫财赋稳健一号私募证券投资基金A类份额,瀚鑫财赋稳健一号A类,深圳瀚鑫,2026-08-28,1.2044,2025-03-24,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
ATS44A,华川凌峰1号私募证券投资基金A类份额,华川凌峰1号A类,湖南华川,2026-08-28,1.2517,2025-03-21,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
ATJ60A,熵盈璟虹创新一号私募证券投资基金A类份额,熵盈璟虹创新一号A类,上海熵盈,2026-08-28,2.4839,2025-03-07,1,2,股票多头,主观多头,no,,,,not_in_table,no,,,,,not_in_private_fund_info
ATA66B,聚力潇湘1号私募证券投资基金B类份额,聚力潇湘1号B类,湖南聚力财富,2026-08-28,1.0231,2025-12-26,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
ASS10A,真琢磨淳曦稳健私募证券投资基金A类份额,真琢磨淳曦稳健A类,江苏真琢,2026-08-28,1.1447,2024-12-30,1,2,期货策略,主观期货,no,,,,not_in_table,no,,,,,not_in_private_fund_info
ASK29A,敦和年轮中证500指数增强1号私募证券投资基金A类份额,敦和年轮中证500指数增强1号A类,敦和资管,2026-08-28,1.4511,2024-12-30,1,2,股票多头,500指增,no,,,,not_in_table,no,,,,,not_in_private_fund_info
ASE43B,汇天利天盈一号私募证券投资基金B类份额,汇天利天盈一号B类,广东汇天利,2026-08-28,1.0779,2024-12-25,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
ARZ12A,玉数红利安心一号私募证券投资基金A类份额,玉数红利安心一号A类,上海玉数投资,2026-08-28,1.2809,2025-01-27,1,2,股票多头,红利指增,no,,,,not_in_table,no,,,,,not_in_private_fund_info
ARV49B,博普A500新兴动力私募证券投资基金B类份额,博普A500新兴动力B类,深圳前海博普资管,2026-08-28,1.3795,2024-12-09,1,2,股票多头,A500指增,no,,,,not_in_table,no,,,,,not_in_private_fund_info
ARH47B,东源省心享中证A500兴泰进享1号私募证券投资基金B类份额,东源省心享中证A500兴泰进享1号B类,天津东源投资,2026-08-28,1.3832,2024-11-27,1,2,股票多头,A500指增,no,,,,not_in_table,no,,,,,not_in_private_fund_info
AQZ41B,金时CTA1号私募证券投资基金B类份额,金时CTA1号B类,杭州金时资管,2026-08-28,1.5935,2024-11-21,1,2,期货策略,量化期货,no,,,,not_in_table,no,,,,,not_in_private_fund_info
