beian_hao,product_name,list_nav_date,list_nav,nav_table_max_date,nav_table_nav_at_max,have_latest_date,date_bucket,empty_date_probe,fof99_policy,fof99_source,fof99_latest_date,fof99_latest_nav
SXF925,满风微分1号市场中性,2026-07-13,1.047877,2026-07-13,1.047877,2026-07-13,1-3个月,ok,update_slow,price_api,2026-07-13,1.047877
SNN024,世喜未来价值一期新兴市场,2026-07-10,3.029000,2026-07-10,3.029000,2026-07-10,1-3个月,ok,update_slow,price_api,2026-07-10,3.029000
SAWH17,庄贤锐进思贤1号,2026-07-10,1.103200,2026-07-10,1.103200,2026-07-10,1-3个月,ok,update_slow,price_api,2026-07-10,1.103200
SVC372,博普CTA股票全市场五号1期,2026-07-09,1.084000,2026-07-09,1.084000,2026-07-09,1-3个月,ok,update_slow,price_api,2026-07-09,1.084000
SVA804,中金量化价值动量1号,2026-07-06,1.328900,2026-07-06,1.328900,2026-07-06,1-3个月,ok,update_slow,price_api,2026-07-06,1.328900
SXQ819,千惠中证1000指数增强1号,2026-07-03,1.778100,2026-07-03,1.778100,2026-07-03,1-3个月,ok,update_slow,price_api,2026-07-03,1.778100
STG695,竹润乐在3号二期,2026-07-03,1.134900,2026-07-03,1.134900,2026-07-03,1-3个月,ok,update_slow,price_api,2026-07-03,1.134900
SCZ531,远望角容远6期,2026-07-03,2.173000,2026-07-03,2.173000,2026-07-03,1-3个月,ok,update_slow,price_api,2026-07-03,2.173000
SXS183,盖德尔椰子稳健1号,2026-06-26,1.698800,2026-06-26,1.698800,2026-06-26,1-3个月,ok,update_slow,price_api,2026-06-26,1.698800
SXK311,彤泰多策略增强1号,2026-06-26,0.816000,2026-06-26,0.816000,2026-06-26,1-3个月,ok,update_slow,price_api,2026-06-26,0.816000
SQZ429,千惠中证500指数增强1号,2026-06-26,1.381200,2026-06-26,1.381200,2026-06-26,1-3个月,ok,update_slow,price_api,2026-06-26,1.381200
SND146,千惠臻选稳健FOF一号,2026-06-26,1.180000,2026-06-26,1.180000,2026-06-26,1-3个月,ok,update_slow,price_api,2026-06-26,1.180000
SQC050,陆宝元煦价值精选,2026-06-24,1.089200,2026-06-24,1.089200,2026-06-24,1-3个月,ok,update_slow,price_api,2026-06-24,1.089200
SQW835,宽泉3号,2026-06-22,1.116000,2026-06-22,1.116000,2026-06-22,1-3个月,ok,update_slow,price_api,2026-06-22,1.116000
SCM338,高毅世宏1号赋余8号,2026-06-22,2.091600,2026-06-22,2.091600,2026-06-22,1-3个月,ok,update_slow,price_api,2026-06-22,2.091600
SXM922,盖德尔稳健长胜1号,2026-06-18,1.376100,2026-06-18,1.376100,2026-06-18,1-3个月,ok,update_slow,price_api,2026-06-18,1.376100
SW3123,千惠严选稳健1号,2026-06-18,1.115400,2026-06-18,1.115400,2026-06-18,1-3个月,ok,update_slow,price_api,2026-06-18,1.115400
SVC369,博普CTA股票全市场五号,2026-06-18,1.188000,2026-06-18,1.188000,2026-06-18,1-3个月,ok,update_slow,price_api,2026-06-18,1.188000
SNV286,正班得胜1号,2026-06-18,0.953300,2026-06-18,0.953300,2026-06-18,1-3个月,ok,update_slow,price_api,2026-06-18,0.953300
SLL350,石岭天枢一号,2026-06-18,1.240000,2026-06-18,1.240000,2026-06-18,1-3个月,ok,update_slow,price_api,2026-06-18,1.240000
SJ5815,陆宝恒信2号,2026-06-18,1.954000,2026-06-18,1.954000,2026-06-18,1-3个月,ok,update_slow,price_api,2026-06-18,1.954000
SGF049,祺诚FOF,2026-06-18,11.683000,2026-06-18,11.683000,2026-06-18,1-3个月,ok,update_slow,price_api,2026-06-18,11.683000
SBAC09,长金金梯对冲套利一号,2026-06-18,1.017100,2026-06-18,1.017100,2026-06-18,1-3个月,ok,update_slow,price_api,2026-06-18,1.017100
SAZA96,元图量化选股1号,2026-06-18,1.240700,2026-06-18,1.240700,2026-06-18,1-3个月,ok,update_slow,price_api,2026-06-18,1.240700
SAPE51,洼盈阿尔法一号,2026-06-18,1.065100,2026-06-18,1.065100,2026-06-18,1-3个月,ok,update_slow,price_api,2026-06-18,1.065100
SSB695,高毅任昊致福28期,2026-06-15,1.147500,2026-06-15,1.147500,2026-06-15,1-3个月,ok,update_slow,price_api,2026-06-15,1.147500
SW9927,私享-家族2号,2026-06-12,0.904000,2026-06-12,0.904000,2026-06-12,1-3个月,ok,update_slow,price_api,2026-06-12,0.904000
STW319,锴量天舟二号,2026-06-12,1.101300,2026-06-12,1.101300,2026-06-12,1-3个月,ok,update_slow,price_api,2026-06-12,1.101300
SS6192,新活力稳进,2026-06-12,2.022500,2026-06-12,2.022500,2026-06-12,1-3个月,ok,update_slow,price_api,2026-06-12,2.022500
SJV628,静实欢喜一期,2026-06-12,1.440400,2026-06-12,1.440400,2026-06-12,1-3个月,ok,update_slow,price_api,2026-06-12,1.440400
SGH058,重阳价值10号A期,2026-06-12,1.072800,2026-06-12,1.072800,2026-06-12,1-3个月,ok,update_slow,price_api,2026-06-12,1.072800
SAPG99,水杉啄木鸟1号,2026-06-12,1.138700,2026-06-12,1.138700,2026-06-12,1-3个月,ok,update_slow,price_api,2026-06-12,1.138700
SAKY26,万德丰稳健1号,2026-06-12,0.965700,2026-06-12,0.965700,2026-06-12,1-3个月,ok,update_slow,price_api,2026-06-12,0.965700
SSQ879,启元云牛二号,2026-06-10,0.995000,2026-06-10,0.995000,2026-06-10,1-3个月,ok,update_slow,price_api,2026-06-10,0.995000
SVL345,守朴长盈3号,2026-06-09,1.345200,2026-06-09,1.345200,2026-06-09,1-3个月,ok,update_slow,price_api,2026-06-09,1.345200
SZY772,柏溪多策略定制一号,2026-06-05,1.506900,2026-06-05,1.506900,2026-06-05,1-3个月,ok,update_slow,price_api,2026-06-05,1.506900
STX905,春雷恒溢1号,2026-06-05,1.581200,2026-06-05,1.581200,2026-06-05,1-3个月,ok,update_slow,price_api,2026-06-05,1.581200
SGQ070,瀑布资管馨桦价值1期,2026-06-05,1.038200,2026-06-05,1.038200,2026-06-05,1-3个月,ok,update_slow,price_api,2026-06-05,1.038200
S27260,易同成长1号基金,2026-06-05,3.554100,2026-06-05,3.554100,2026-06-05,1-3个月,ok,update_slow,price_api,2026-06-05,3.554100
ST2886,辰翔虎跃私募基金,2026-06-03,1.221000,,,2026-06-03,3-6个月,,update_slow,advancedlist,2024-08-23,1.278
SQM875,领容希麦私募证券投资基金,2026-06-02,2.376600,,,2026-06-02,3-6个月,,update_slow,advancedlist,2021-05-18,1
ZD112A,量道乘风1号A类,2026-05-29,2.080400,2026-05-22,2.164900,2026-05-29,3-6个月,,weekly,advancedlist,2026-08-31,1.7554
ZC765A,朴时灵动配置1号A类,2026-05-29,2.115400,2026-05-22,2.227200,2026-05-29,3-6个月,,weekly,advancedlist,2026-08-28,1.8057
ZC421A,量道顺风1号A类,2026-05-29,1.914900,2026-05-22,1.967600,2026-05-29,3-6个月,,weekly,advancedlist,2026-08-31,1.6614
XT547B,诚远全天候B类,2026-05-29,1.619700,2026-05-22,1.564000,2026-05-29,3-6个月,,weekly,advancedlist,2026-08-28,1.6534
VM978B,佳泽守望一号B类,2026-05-29,1.873600,2026-05-22,1.968200,2026-05-29,3-6个月,,weekly,advancedlist,2026-08-31,1.4994
VH784C,量派国证2000增强28号C类,2026-05-29,2.518400,2026-05-22,2.616200,2026-05-29,3-6个月,,weekly,advancedlist,2026-08-28,2.3099
SZX472,华盈精选2号,2026-05-29,1.205000,2026-05-29,1.205000,2026-05-29,3-6个月,ok,update_slow,price_api,2026-05-29,1.205000
SZV692,和桂先胜可转债私募证券投资基金,2026-05-29,1.608400,,,2026-05-29,3-6个月,,update_slow,advancedlist,2023-04-11,1
SZU058,锐耐做多波动率1号私募证券投资基金,2026-05-29,1.080000,,,2026-05-29,3-6个月,,update_slow,advancedlist,2024-07-19,0.944
SZQ158,德贝日选中证500指数增强1号,2026-05-29,1.591700,2026-05-22,1.650600,2026-05-29,3-6个月,,weekly,advancedlist,2026-08-28,1.4165
SZG868,博衍留芳1号,2026-05-29,2.225200,2026-05-22,2.270900,2026-05-29,3-6个月,,weekly,advancedlist,2026-08-28,2.1872
SZC678,量派CTA七号,2026-05-29,1.765100,2026-05-22,1.806200,2026-05-29,3-6个月,,weekly,advancedlist,2026-08-28,1.7671
SY6829,翔云50私募证券投资基金,2026-05-29,5.335500,,,2026-05-29,3-6个月,,weekly,advancedlist,2026-08-31,5.4758
SXZ639,大风瑞远对冲1号私募证券投资基金,2026-05-29,1.693900,,,2026-05-29,3-6个月,,update_slow,advancedlist,2024-07-24,0.7628
SXY774,中邮永安黑猫CTA一号,2026-05-29,1.003900,2026-05-22,1.021800,2026-05-29,3-6个月,,weekly,advancedlist,2026-08-28,1.0243
SXU778,奕睿CTA二期D,2026-05-29,1.148800,2026-05-22,1.151900,2026-05-29,3-6个月,,weekly,advancedlist,2026-08-28,1.2282
SXT547,诚远全天候,2026-05-29,1.643000,2026-05-22,1.586200,2026-05-29,3-6个月,,weekly,advancedlist,2026-08-28,1.6818
SXR047,青琰琰知一号私募证券投资基金,2026-05-29,1.316300,,,2026-05-29,3-6个月,,update_slow,advancedlist,2022-11-11,1
SXQ076,守朴进取3号1期,2026-05-29,1.198300,2026-05-29,1.198300,2026-05-29,3-6个月,ok,update_slow,price_api,2026-05-29,1.198300
SXL726,香农金玉满堂量化选股二号私募证券投资基金,2026-05-29,1.968800,,,2026-05-29,3-6个月,,weekly,advancedlist,2026-08-31,1.8537
SXK125,百奕反脆弱一号私募证券投资基金,2026-05-29,1.041300,,,2026-05-29,3-6个月,,update_slow,advancedlist,2024-07-19,1.0199
SXG952,舟启聚沙量化专享,2026-05-29,0.926600,2026-05-29,0.926600,2026-05-29,3-6个月,ok,update_slow,price_api,2026-05-29,0.926600
SW3871,顽岩稳健1号私募证券投资基金,2026-05-29,2.731300,,,2026-05-29,3-6个月,,update_slow,advancedlist,2017-07-27,1
SVN330,易者共赢1号,2026-05-29,1.398400,2026-05-22,1.405100,2026-05-29,3-6个月,,weekly,advancedlist,2026-09-01,1.4136
SVH784,量派国证2000增强28号,2026-05-29,2.550600,2026-05-22,2.647900,2026-05-29,3-6个月,,weekly,advancedlist,2026-08-28,2.3462
SVG537,悦海盈和1000指数增强1号,2026-05-29,1.136000,2026-05-22,1.184500,2026-05-29,3-6个月,,weekly,advancedlist,2026-08-28,1.087
STV501,迎水元宝12号私募证券投资基金,2026-05-29,1.944000,,,2026-05-29,3-6个月,,update_slow,advancedlist,2022-02-28,1
STV497,迎水元宝11号私募证券投资基金,2026-05-29,2.543000,,,2026-05-29,3-6个月,,update_slow,advancedlist,2022-02-07,1
STQ844,英旷专享3号私募证券投资基金,2026-05-29,1.208600,,,2026-05-29,3-6个月,,update_slow,advancedlist,2024-07-19,1.187
STH252,源晖中证1000指数增强私募证券投资基金,2026-05-29,1.159100,,,2026-05-29,3-6个月,,update_slow,advancedlist,2024-07-19,1.0707
STA010,子午安心十九号,2026-05-29,1.090200,2026-05-22,1.097200,2026-05-29,3-6个月,,weekly,advancedlist,2026-08-28,1.0898
ST8011,珞珈方圆港股通多策略私募基金,2026-05-29,3.502300,,,2026-05-29,3-6个月,,update_slow,advancedlist,2024-07-19,2.1051
SSD902,保银多空稳健1号好买1期,2026-05-29,1.140500,2026-05-29,1.140500,2026-05-29,3-6个月,ok,update_slow,price_api,2026-05-29,1.140500
SQZ902,锐天核心二号,2026-05-29,2.018000,2026-05-22,2.097000,2026-05-29,3-6个月,,weekly,advancedlist,2026-08-31,1.812
SQR139,领久成长策略1号,2026-05-29,11.174000,2026-05-22,9.358000,2026-05-29,3-6个月,,weekly,advancedlist,2026-08-31,9.22
SNW229,源晖中证500指数增强私募证券投资基金,2026-05-29,1.180200,,,2026-05-29,3-6个月,,update_slow,advancedlist,2024-07-19,0.8803
SNU219,信淮金锝300指数增强1号私募证券投资基金,2026-05-29,1.337800,,,2026-05-29,3-6个月,,update_slow,advancedlist,2021-02-03,1
SNR623,诚奇睿盈对冲私募证券投资基金,2026-05-29,1.545000,,,2026-05-29,3-6个月,,update_slow,advancedlist,2021-01-21,1
SNK610,乐瑞宏观多策略1号私募证券投资基金,2026-05-29,1.547100,,,2026-05-29,3-6个月,,update_slow,advancedlist,2025-06-13,1.5374
SNH644,华软新动力征远洋2号FOF,2026-05-29,1.326000,2026-05-29,1.326000,2026-05-29,3-6个月,ok,update_slow,price_api,2026-05-29,1.326000
SNG747,古木安泰专享1号,2026-05-29,1.019300,2026-05-29,1.019300,2026-05-29,3-6个月,ok,update_slow,price_api,2026-05-29,1.019300
SND173,量派优孚专享四十七号私募证券投资基金,2026-05-29,0.999200,,,2026-05-29,3-6个月,,update_slow,advancedlist,2022-11-18,1
SM1593,博孚利CTA-FOF1号,2026-05-29,2.971000,2026-05-22,2.986000,2026-05-29,3-6个月,,weekly,advancedlist,2026-08-28,2.98
SJK771,垒昂金鹿量化对冲3号,2026-05-29,1.814700,2026-05-26,1.834100,2026-05-29,3-6个月,,weekly,advancedlist,2026-09-02,1.8326
SJG948,谦信新视野,2026-05-29,1.267000,2026-05-22,1.294000,2026-05-29,3-6个月,,weekly,advancedlist,2026-08-31,1.224
SJ4962,弈投启航对冲一号基金,2026-05-29,1.132000,2026-05-29,1.132000,2026-05-29,3-6个月,ok,update_slow,price_api,2026-05-29,1.132000
SJ2767,名禹沐风1期,2026-05-29,3.849000,2026-05-22,3.992800,2026-05-29,3-6个月,,weekly,advancedlist,2026-08-28,3.6565
SCZ306,旭兴三号,2026-05-29,1.468000,2026-05-29,1.468000,2026-05-29,3-6个月,ok,update_slow,price_api,2026-05-29,1.468000
SCV067,众壹资产量合兴成一号私募证券投资基金,2026-05-29,1.264000,,,2026-05-29,3-6个月,,update_slow,advancedlist,2025-12-05,1.215
SCL573,长石智丰1号私募证券投资基金,2026-05-29,1.043300,,,2026-05-29,3-6个月,,update_slow,advancedlist,2018-04-11,1
SCG035,众壹资产进取套利1号私募投资基金,2026-05-29,1.284900,,,2026-05-29,3-6个月,,update_slow,advancedlist,2024-07-19,1.3157
SBAD00,榕树海春华1号,2026-05-29,1.052100,2026-05-22,1.063000,2026-05-29,3-6个月,,weekly,advancedlist,2026-08-28,1.0143
SB6182,润波康钿宏观对冲私募证券投资基金,2026-05-29,1.181500,,,2026-05-29,3-6个月,,update_slow,advancedlist,2024-01-12,1.0491
SB4325,睿启睿进2号,2026-05-29,1.370900,2026-05-22,1.428200,2026-05-29,3-6个月,,weekly,advancedlist,2026-08-28,1.3543
SAWW89,远和可安1号,2026-05-29,1.008300,2026-05-22,1.009300,2026-05-29,3-6个月,,weekly,advancedlist,2026-08-28,1.0347
SATL22,木莲安澜1号,2026-05-29,1.096900,2026-05-22,1.092900,2026-05-29,3-6个月,,weekly,advancedlist,2026-08-31,1.0455
SANN14,涌现奇点,2026-05-29,1.592600,2026-05-29,1.592600,2026-05-29,3-6个月,ok,update_slow,price_api,2026-05-29,1.592600
SAKV28,英旷专享2号,2026-05-29,1.050000,2026-05-22,1.111900,2026-05-29,3-6个月,,weekly,advancedlist,2026-08-28,1.0548
SAEJ31,翼虎翼彩2号,2026-05-29,1.682300,2026-05-29,1.682300,2026-05-29,3-6个月,ok,update_slow,price_api,2026-05-29,1.682300
SAEF95,桓睿天泽逆向成长优选,2026-05-29,0.713300,2026-05-29,0.713300,2026-05-29,3-6个月,ok,update_slow,price_api,2026-05-29,0.713300
SAAD80,和聚世然1期,2026-05-29,2.291200,2026-05-22,2.266200,2026-05-29,3-6个月,,weekly,advancedlist,2026-08-28,2.049
S37262,保银多空稳健1号私募证券投资基金,2026-05-29,2.725600,,,2026-05-29,3-6个月,,update_slow,advancedlist,2024-07-12,2.2775
LN974B,交睿宏观配置2号B类,2026-05-29,1.381200,2026-05-22,1.374500,2026-05-29,3-6个月,,weekly,advancedlist,2026-09-03,1.4124
JX860A,交睿宏观配置1号A类,2026-05-29,1.579300,2026-05-22,1.572400,2026-05-29,3-6个月,,weekly,advancedlist,2026-08-27,1.5933
AWW89B,远和可安1号B类,2026-05-29,1.004900,2026-05-22,1.006000,2026-05-29,3-6个月,,weekly,advancedlist,2026-08-28,1.0306
AWW89A,远和可安1号A类,2026-05-29,1.008900,2026-05-22,1.009900,2026-05-29,3-6个月,,weekly,advancedlist,2026-08-28,1.036
AUD63B,正定量化选股1号B类,2026-05-29,1.665300,2026-05-22,1.707100,2026-05-29,3-6个月,,weekly,advancedlist,2026-08-31,1.6537
SXQ364,领容恒驰私募证券投资基金,2026-05-28,1.134100,,,2026-05-28,3-6个月,,update_slow,advancedlist,2024-03-29,1.0338
SXQ300,云程中性2号私募证券投资基金,2026-05-28,1.151500,,,2026-05-28,3-6个月,,update_slow,advancedlist,2025-09-26,1.1349
SXN690,博孚利嘉兴一号私募证券投资基金,2026-05-28,1.101500,,,2026-05-28,3-6个月,,update_slow,advancedlist,2022-10-18,1
SXM695,淳德行稳致远私募证券投资基金,2026-05-28,1.053000,,,2026-05-28,3-6个月,,update_slow,advancedlist,2024-07-19,1.021
ZZ681C,垒昂蜜獾中证1000指数增强3号C类,2026-05-27,2.161200,2026-05-27,2.161200,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,2.028
ZZ681B,垒昂蜜獾中证1000指数增强3号B类,2026-05-27,2.136900,2026-05-27,2.136900,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.9983
ZZ681A,垒昂蜜獾中证1000指数增强3号A类,2026-05-27,2.139000,2026-05-27,2.139000,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,2.0012
ZX697B,鸿竹互强芯富3号B类,2026-05-27,1.810500,2026-05-27,1.810500,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.4882
ZX697A,鸿竹互强芯富3号A类,2026-05-27,1.869600,2026-05-27,1.869600,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.5546
ZK008A,嘉信达丰年兆A类,2026-05-27,1.056300,2026-05-27,1.056300,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.0415
ZJ461C,明世伙伴胜杯12号C类,2026-05-27,1.299100,2026-05-27,1.299100,2026-05-27,3-6个月,,weekly,advancedlist,2026-08-31,1.3161
ZJ010A,海子热浪一号A类,2026-05-27,0.932000,2026-05-27,0.932000,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,0.8158
XQ465B,高益老杰股纯量化B类,2026-05-27,1.480000,2026-05-27,1.480000,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.297
XN782A,巨量边界周周开1号A类,2026-05-27,1.265700,2026-05-27,1.265700,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.2915
XH270B,鲸鸿一号B类,2026-05-27,1.171000,2026-05-27,1.171000,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.072
XF586A,濡圣量化3号A类,2026-05-27,1.060000,2026-05-27,1.060000,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.106
VV441A,信展灵活选股1号A类,2026-05-27,1.814000,2026-05-27,1.814000,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.8229
VV092A,信展展盈A类,2026-05-27,1.175600,2026-05-27,1.175600,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.1521
VV082A,信展1000增强A类,2026-05-27,1.522900,2026-05-27,1.522900,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.3899
VT976A,泽盈陈林1号A类,2026-05-27,0.894900,2026-05-27,0.894900,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,0.8912
VT897B,蓝宝石远见1号B类,2026-05-27,1.190000,2026-05-27,1.190000,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,0.896
VT897A,蓝宝石远见1号A类,2026-05-27,1.190000,2026-05-27,1.190000,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,0.897
VP121B,钧誉酬勤量化3号B类,2026-05-27,1.179500,2026-05-27,1.179500,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.1784
VP121A,钧誉酬勤量化3号A类,2026-05-27,1.184900,2026-05-27,1.184900,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.1848
VM090A,天之卉天星壹号A类,2026-05-27,2.402000,2026-05-27,2.402000,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,2.5015
VL775C,泽盈凯旋11号C类,2026-05-27,1.143700,2026-05-27,1.143700,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.1
VL775B,泽盈凯旋11号B类,2026-05-27,1.142200,2026-05-27,1.142200,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.0987
VL775A,泽盈凯旋11号A类,2026-05-27,1.164400,2026-05-27,1.164400,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.1261
VB159A,广联宏大威天龙A类,2026-05-27,1.634800,2026-05-27,1.634800,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.6843
TN670B,鲨鱼深海量化B类,2026-05-27,0.511600,2026-05-27,0.511600,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,0.3734
TN670A,鲨鱼深海量化A类,2026-05-27,0.501500,2026-05-27,0.501500,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,0.3661
TK626B,真琢磨环球资配B类,2026-05-27,1.304200,2026-05-27,1.304200,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.2865
SZZ544,弘富前瞻6号,2026-05-27,0.791800,2026-05-27,0.791800,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,0.6827
SZY623,鼎森丰凯量化6号,2026-05-27,2.092200,2026-05-27,2.092200,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,2.0942
SZY000,宏丰中证1000指数增强1号,2026-05-27,1.503800,2026-05-27,1.503800,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.3728
SZX697,鸿竹互强芯富3号,2026-05-27,1.815800,2026-05-27,1.815800,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.4947
SZW600,梵海正章综合配置一号FOF,2026-05-27,0.944600,2026-05-27,0.944600,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-02,0.869
SZW379,正方致远二号,2026-05-27,1.058000,2026-05-27,1.058000,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-02,1.04
SZW093,启元高粱2号,2026-05-27,1.377000,2026-05-27,1.377000,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.324
