beian_hao,product_name,list_nav_date,list_nav,nav_table_max_date,nav_table_nav_at_max,have_latest_date,date_bucket,empty_date_probe,fof99_policy,fof99_source,fof99_latest_date,fof99_latest_nav
S81277,瑞倍高森2号私募证券投资基金,2025-10-24,0.963300,,,2025-10-24,6个月以上,,,advancedlist,2016-03-04,0.9999
SSB166,禾晖天诺私募证券投资基金,2025-10-23,1.133000,,,2025-10-23,6个月以上,,,advancedlist,2021-10-20,1
SAZF16,前海久盈睿进六号私募证券投资基金,2025-10-22,1.003500,,,2025-10-22,6个月以上,,,,,
SANX85,珠熙宏观对冲2号私募证券投资基金,2025-10-21,0.859300,,,2025-10-21,6个月以上,,,,,
SAHP83,珠熙宏观对冲1号私募证券投资基金,2025-10-21,0.928700,,,2025-10-21,6个月以上,,,,,
SQT564,伯兄建康私募证券投资基金,2025-10-17,1.142300,,,2025-10-17,6个月以上,,,advancedlist,2024-07-19,0.9118
SSX265,光夏明鑫私募证券投资基金,2025-10-14,1.059900,,,2025-10-14,6个月以上,,,advancedlist,2024-04-30,1.0823
SNE027,博孚利CTA-FOF8号私募证券投资基金,2025-10-14,0.959400,,,2025-10-14,6个月以上,,,,,
SAZZ42,荣熙恒盈1号私募证券投资基金,2025-10-14,0.976000,,,2025-10-14,6个月以上,,,,,
SQV484,珠海宽德飞跃3号私募证券投资基金,2025-10-10,1.078000,,,2025-10-10,6个月以上,,,advancedlist,2023-12-01,1.155
SNA761,新纪元向日葵多策略FOF1号私募证券投资基金,2025-10-10,1.409400,,,2025-10-10,6个月以上,,,,,
SJD362,向日葵润昌FOF2号私募证券投资基金,2025-10-10,1.483300,,,2025-10-10,6个月以上,,,,,
SES552,珺容翔宇CTA1号私募基金,2025-10-10,1.471900,,,2025-10-10,6个月以上,,,,,
SASP78,睿量原子8号私募证券投资基金,2025-10-10,1.351300,,,2025-10-10,6个月以上,,,,,
S23396,珺马CTA对冲一号投资基金,2025-10-10,1.421900,,,2025-10-10,6个月以上,,,,,
SXU527,博孚利涌金6号私募证券投资基金,2025-10-09,1.134000,,,2025-10-09,6个月以上,,,,,
SQB995,外贸信托-理成圣远3号证券投资集合资金信托计划,2025-10-09,1.509100,,,2025-10-09,6个月以上,,,,,
SXN210,兰盈量曜中证1000增强1号私募证券投资基金,2025-09-30,1.043600,,,2025-09-30,6个月以上,,,,,
SM8325,富善投资星牛3号私募证券投资基金,2025-09-30,1.144800,,,2025-09-30,6个月以上,,,,,
SK2507,君得安新利2号私募证券投资基金,2025-09-30,1.097300,,,2025-09-30,6个月以上,,,,,
SBBZ99,宁苑配置五号私募证券投资基金,2025-09-30,1.064800,,,2025-09-30,6个月以上,,,,,
SASB89,金锝牵星1号私募证券投资基金,2025-09-30,1.059500,,,2025-09-30,6个月以上,,,,,
SAQF58,瑞鼎飞龙1号私募证券投资基金,2025-09-30,1.025000,,,2025-09-30,6个月以上,,,,,
SXY017,明湾招盈A18私募证券投资基金,2025-09-26,0.946600,,,2025-09-26,6个月以上,,,,,
SEK993,歆享海盈9号私募证券投资基金,2025-09-26,0.913000,,,2025-09-26,6个月以上,,,advancedlist,2024-08-23,1.002
SANZ63,元图省心享稳泰对冲1号私募证券投资基金,2025-09-26,1.046900,,,2025-09-26,6个月以上,,,,,
S69443,珠池山金量化稳健投资母基金1号1期,2025-09-26,1.117000,,,2025-09-26,6个月以上,,,advancedlist,2021-01-08,1.085
SNT891,时间序列沪深300指数增强1号私募证券投资基金,2025-09-24,1.069000,,,2025-09-24,6个月以上,,,,,
SBBP69,和融联艺骅中证2000指数增强一号私募证券投资基金,2025-09-24,1.007900,,,2025-09-24,6个月以上,,,,,
SB8580,柏石奥日私募证券投资基金,2025-09-23,1.755400,,,2025-09-23,6个月以上,,,advancedlist,2024-04-30,0.9527
SANG90,量子策云稳健五号私募证券投资基金,2025-09-22,1.048500,,,2025-09-22,6个月以上,,,,,
SAHY39,裕丰惠达7号私募证券投资基金,2025-09-22,1.173000,,,2025-09-22,6个月以上,,,,,
SASC55,正定中证A500指数增强1号私募证券投资基金,2025-09-19,1.208200,,,2025-09-19,6个月以上,,,,,
SXJ474,博孚利尊享58号私募证券投资基金,2025-09-18,1.153200,,,2025-09-18,6个月以上,,,,,
SATN49,青琰合信十号私募证券投资基金,2025-09-18,1.092800,,,2025-09-18,6个月以上,,,,,
SXR578,博孚利尊享66号私募证券投资基金,2025-09-17,1.053000,,,2025-09-17,6个月以上,,,,,
SXR440,博孚利尊享67号私募证券投资基金,2025-09-17,1.131000,,,2025-09-17,6个月以上,,,,,
SAMN86,兴业期货-兴星衍选1号MOM集合资产管理计划,2025-09-17,1.030300,,,2025-09-17,6个月以上,,,,,
SAGM68,远和鑫安4号私募证券投资基金,2025-09-17,1.313100,,,2025-09-17,6个月以上,,,,,
SVC383,明钺杏紫千红私募证券投资基金,2025-09-12,1.066600,,,2025-09-12,6个月以上,,,advancedlist,2022-03-03,1
SVA892,鋆晟狮成套利2号私募证券投资基金,2025-09-12,1.068000,,,2025-09-12,6个月以上,,,,,
SJQ274,申毅尊享稳健1号证券投资私募基金,2025-09-12,1.262400,,,2025-09-12,6个月以上,,,,,
SGK119,世纪前沿指数增强1号私募证券投资基金,2025-09-12,1.451900,,,2025-09-12,6个月以上,,,,,
SBAH41,首创京都智胜1号集合资产管理计划,2025-09-10,1.008400,,,2025-09-10,6个月以上,,,,,
SATF00,信弘中证A500指数增强2号量化私募证券投资基金,2025-09-09,1.190500,,,2025-09-09,6个月以上,,,,,
SXM939,亦赋山海1号多策略私募证券投资基金,2025-09-08,1.668600,,,2025-09-08,6个月以上,,,advancedlist,2022-10-24,1
SXX167,安子极客中证500增强一号私募证券投资基金,2025-09-05,1.743000,,,2025-09-05,6个月以上,,,,,
STZ906,安子极客中证1000增强一号私募证券投资基金,2025-09-05,1.961000,,,2025-09-05,6个月以上,,,,,
STY813,安子心夏多策略一号私募证券投资基金,2025-09-05,1.559000,,,2025-09-05,6个月以上,,,,,
SSQ848,因诺华宝沪深300指数增强1号私募证券投资基金,2025-09-05,1.032000,,,2025-09-05,6个月以上,,,,,
SGR247,因诺中证500指数增强1号私募证券投资基金,2025-09-05,3.104000,,,2025-09-05,6个月以上,,,,,
S67400,元熙启航一号私募证券投资基金,2025-09-05,0.926700,,,2025-09-05,6个月以上,,,advancedlist,2026-03-27,0.8
SAWK21,珠池慧眼炼金3期私募证券投资基金,2025-09-04,1.013900,,,2025-09-04,6个月以上,,,,,
