date,china_10y_yield
2021/07/31,2.961313636363636
2021/08/31,2.8545772727272727
2021/09/30,2.867277272727273
2021/10/31,2.973005882352941
2021/11/30,2.9000181818181816
2021/12/31,2.8327695652173914
2022/01/31,2.753638095238095
2022/02/28,2.77785625
2022/03/31,2.8067739130434783
2022/04/30,2.7980238095238095
2022/05/31,2.78495
2022/06/30,2.783
2022/07/31,2.799309523809524
2022/08/31,2.667047826086957
2022/09/30,2.6654809523809524
2022/10/31,2.7138388888888887
2022/11/30,2.775081818181818
2022/12/31,2.8666347826086955
2023/01/31,2.8829777777777776
2023/02/28,2.9025
2023/03/31,2.8687695652173915
2023/04/30,2.8277799999999997
2023/05/31,2.7165333333333335
2023/06/30,2.6661047619047618
2023/07/31,2.636714285714286
2023/08/31,2.5985434782608694
2023/09/30,2.645305
2023/10/31,2.694521052631579
2023/11/30,2.668309090909091
2023/12/31,2.6173681818181818
2024/01/31,2.505863636363636
2024/02/29,2.407738888888889
2024/03/31,2.3083619047619046
2024/04/30,2.2830454545454546
2024/05/31,2.3040714285714285
2024/06/30,2.256415789473684
2024/07/31,2.2389608695652172
2024/08/31,2.1742909090909093
2024/09/30,2.104452380952381
2024/10/31,2.1469684210526316
2024/11/30,2.088809523809524
2024/12/31,1.8001727272727273
2025/01/31,1.6378842105263158
2025/02/28,1.6715421052631578
2025/03/31,1.8140190476190476
2025/04/30,1.6675363636363636
2025/05/31,1.6820157894736842
2025/06/30,1.650275
2025/07/31,1.6768434782608694
2025/08/31,1.7500809523809524
2025/09/30,1.8588086956521739
2025/10/31,1.8326222222222224
2025/11/30,1.816805
2025/12/31,1.8442173913043478
2026/01/31,1.8469952380952381
2026/02/28,1.80535625
2026/03/31,1.79304
