path,hits
/_next/static/chunks/:id-7ccd826bd8caafe6.js,199
/_next/static/chunks/:id-83ca80d8f0e7bcbb.js,195
/_next/static/chunks/:id-889be7c76f5eb4f4.js,190
/_next/static/chunks/app/layout-c72b8eeb7b97fc2f.js,189
/ma/api/private-funds/:id/profile,175
/_next/static/chunks/:id-6823d56177da0b0a.js,174
/favicon.ico,170
/ma/api/mom-analysis/benchmark,168
/ma/api/ops/direct-funds/list,162
/proxy,160
/ma/api/ctp-market/unwatch,160
/ma/dashboard/private-funds/:idB,160
/_next/static/chunks/app/ma/layout-9bb3f8cc26e4438a.js,149
/_next/static/chunks/:id-f3347adb43fd9429.js,146
/ma/api/private-funds/:idA/peer-monthly,139
/ma/api/private-funds/:idA/peer-yearly,139
/ma/api/private-funds/:id/valuation/var-gap-presets,134
/ma/api/mom-analysis/var-sandbox,134
/ma/api/private-funds/:id/valuation/hedge-weight-presets,133
/api/admin/deploy-status,133
/_next/static/chunks/app/ma/dashboard/private-funds/error-a1f1679adc39d8df.js,133
/ma/api/account-risk/product-nav,133
/api/admin/token-usage,132
/_next/static/chunks/:id-f6f40ca12dc1a840.js,131
/dashboard/admin,130
/_next/static/chunks/:id-90f8c367127e5b3c.js,128
/_next/static/chunks/:id-b3e7b687ebea1292.js,127
/_next/static/chunks/:id-560ff957d770bff2.js,127
/ma/api/paper-trading,125
/ma/api/private-funds/share-classes,125
/ma/api/account-risk/product-elements,118
/:id.html,117
/ma/api/account-risk/category-pnl,111
/_next/static/chunks/:id-008e9b542575a418.js,110
/api/knowledge-base/upload,109
/ma/api/private-funds/:idA/strategy,108
/_next/static/chunks/:id-3ed30aa3e12ed510.js,107
/_next/static/chunks/:id-c99b06c5ac6b1029.js,107
/ma/api/private-funds/:idC,103
/_next/static/chunks/:id-51dce9629be21917.js,101
/api/all-weather,95
/_next/static/chunks/:id-9df1807c60e4f150.js,92
/_next/static/chunks/:id-abde6d6bf2aa78e0.js,92
/_next/static/chunks/:id-30bd58710dd75468.js,92
/ma/api/account-risk/benchmark,91
/ma/api/stock/sector-overview,87
/ma/api/mom-analysis/account-daily-pnl,87
/ma/api/mom-analysis/sector-ls-pnl,87
/ma/api/stock/crowding,86
/ma/api/mom-analysis/quant-vs-subjective,86
/api/auth/login,85
/ma/api/ctp-market/stream,85
/_next/static/chunks/:id-a2f0d2d517824adf.js,85
/ma/api/private-funds/:idB/peer-yearly,84
/ma/api/private-funds/:idB/peer-monthly,84
/ma/dashboard/private-funds/:idC,84
/_next/static/css/250fdee0c036d11c.css,79
/ma/api/investment-notes/extracted-products,78
/ma/api/macro/asset-returns,77
/ma/api/macro/money-credit,74
/ma/api/macro/regime-similarity,74
/_next/static/chunks/:id-974d01bc1b806105.js,72
/SDK/webLanguage,71
/api/db-explorer,69
/ma/api/ops/team-data/nav/list,69
/ma/api/stock/hot-sectors/history,66
/ma/api/stock/hot-sectors,64
/ma/api/mom-analysis/var-prediction,64
/_next/static/chunks/:id-ead79c0b6e58984c.js,64
/_next/static/css/4e3c118f54c9dd11.css,64
/ma/api/private-funds/:idB/strategy,63
/ma/api/stock/sector-crowding,62
/ma/api/stock/sector-fund-flow,62
/ma/dashboard/:id,62
/_next/static/chunks/:id-4beca870028be450.js,61
/ma/api/mom-analysis/advisor-vol,61
/_next/static/chunks/:id-a6d0479adc08211d.js,60
/ma/api/tracking-funds/batch,60
/ma/api/private-funds/scenario-market,60
/ma/api/ops/direct-email-visibility,60
/ma/api/investment/fof-overview/holdings,60
/_next/static/chunks/:id-8521424c0987d29a.js,59
/_next/static/chunks/:id-7d1844ab735ca47a.js,58
/ma/api/mom-analysis/option-positions,58
/_next/static/chunks/app/ma/dashboard/layout-5c2d8423a38318ec.js,58
/ma/api/mom-analysis/category-exposure,57
/_next/static/chunks/app/ma/dashboard/layout-6c990ebbe14ae79c.js,57
/.env,55
/_next/static/chunks/:id-93b9aa6ef7604a6c.js,55
/api/all-weather/email,55
/ma/api/account-risk/account-overview,55
/_next/static/chunks/:id-5eaedf13f5a8f0c0.js,55
/_next/static/chunks/:id-10d2c8bd85a0709c.js,55
/_next/static/chunks/:id-186391481c16bb84.js,53
/ma/api/fund-compare/fund-meta,52
/_next/static/chunks/app/login/page-fa8426a78d807a7a.js,52
/.git/config,49
/ma/api/mom-analysis/au-trading/meta,49
/ma/api/ai-researcher/fund-search,49
/ma/api/futures/vol-corr-scatter,48
/ma/api/mom-analysis/advisor-equity-curve,48
/robots.txt,47
/ma/api/basis/cont-diff-timeseries,47
/ma/api/mom-analysis/var-sector-timeseries,47
/ma/api/mom-analysis/cvar-sector-timeseries,47
/ma/api/mom-analysis/marginal-vol-timeseries,47
/ma/api/mom-analysis/advisor-corr-ts,47
/_next/static/css/6c7529751e900802.css,46
\x05\x01\x00,45
/ma/api/mom-analysis/position-change,45
/ma/api/account-risk/accounts,45
/_next/static/chunks/:id-863a11a455014b6c.js,45
/ma/api/instructions,44
/ma/api/private-funds/:idC/company,44
/ma/api/account-risk/var-sandbox,41
/ma/api/mom-analysis/data-import/check-dates,41
/ma/api/mom-analysis/data-import/list,41
/_next/static/chunks/webpack-426921e6809cf374.js,41
/_next/static/chunks/:id-0dd5ca73f091028e.js,41
*,39
/config.json,38
/_next/static/css/819c21d74e1d896c.css,38
/_next/static/chunks/:id-89b47b86b7031471.js,38
/ma/api/ops/ledger/list,37
/_next/static/chunks/:id-46af8637c853b582.js,37
/ma/api/custom-funds/team-members,36
/_next/static/chunks/:id-b6a1775ed9cc90f6.js,36
/config.js,35
/_next/static/chunks/:id-9f7f5f1763170805.js,35
/_next/static/chunks/:id-e02f3e007db8fe17.js,35
/.env.bak,34
/ma/dashboard/private-funds/search,34
/_next/static/chunks/:id-9b786224e88c47a1.js,34
/ma/dashboard/tools/send-email,33
/ma/dashboard/tools/nav-cleaner,33
/ma/dashboard/tools/settlement-analysis,33
/ma/dashboard/tools/valuation,33
/ma/api/tracking-funds/fund-elements,33
/ma/api/ops/fof-underlying/list,33
/_next/static/chunks/webpack-2f7737fd711260bd.js,33
/_next/static/chunks/:id-808cd4b8e1a9bb35.js,33
/.env.old,32
/ma/api/basis/contract-discount-timeseries,32
/_next/static/chunks/:id-ea62914f889d1044.js,32
/_next/static/chunks/:id-32f6b87881f16464.js,32
/config.env,31
/ma/api/investment-notes/generate-from-materials,31
/_next/static/chunks/webpack-e72b12a13db0fea4.js,31
/@fs/proc/self/environ,30
/download,30
/read,30
/api/preview,30
/api/fetch,30
/debug/default/view,30
/ma/api/mom-analysis/trader-analysis,30
/_next/static/chunks/:id-e2522405e132fc01.js,30
/ma/dashboard/tools/nav-attribution,29
/ma/dashboard/tools/valuation-table-analysis,29
/api/knowledge-base/index-info,29
/_next/static/chunks/:id-e321f835ca19c5c3.js,29
/.env.local,28
/api/knowledge-base/conversations,28
/_next/static/chunks/:id-51d5cbfad6d0d1a6.js,28
/ma/api/ops/team-data/nav/upload,28
/_next/static/chunks/app/ma/dashboard/page-ab39900bd3f5f8e7.js,27
/_next/static/chunks/:id-26ecc416b5a4a846.js,27
/ma/api/mom-analysis/product-candle,27
/_next/static/chunks/:id-8230d009dde88d80.js,27
/_next/static/chunks/polyfills-42372ed130431b0a.js,26
/ma/api/macro/pca-biplot,26
/_next/static/css/e0b8628c74c4c231.css,26
/_next/static/chunks/:id-8b799df705e0e982.js,26
/_next/static/chunks/:id-02343c870ed2e45e.js,26
/config.php,25
/.env.production,25
/actuator/env,25
/_next/static/css/39299d06ded5160b.css,25
/_next/static/css/03316b9fc717d87c.css,25
/.env.js,25
/.env.php,25
/.env.json,25
/.env.yaml,25
/.env.yml,25
/_next/static/css/3195df7bb71d485d.css,25
/_next/static/chunks/webpack-28a9dafb51869cdd.js,25
/ma/api/fund-compare/list,25
/_next/static/chunks/app/ma/dashboard/realtime-quotes/page-2a96e73efa6500ef.js,25
/_next/static/chunks/:id-f94c75ab6383c20b.js,25
/_next/static/chunks/:id-e38711b5cfd51d34.js,25
/application.yml,24
/_next/static/chunks/:id-476244d16b14de3a.js,24
/ma/api/nanhua,24
/ma/api/basis/near,24
/ma/api/basis/far,24
/ma/api/nanhua-sector-indices,24
/ma/api/basis/diff-timeseries,24
/ma/api/basis/near-diff-timeseries,24
/ma/api/basis/timeseries,24
/ma/api/basis/near-timeseries,24
/ma/api/choice/amount-heatmap,24
/ma/api/futures/latest,24
/ma/api/private-funds/AANT7A,24
/ma/api/private-funds/R0423B/company,24
/_next/static/chunks/app/ma/dashboard/layout-1c6c327ec3adc915.js,24
/api/knowledge-base/notes,24
/api/knowledge-base/shared-note,24
/_next/static/chunks/:id-4916b94d3bd3e4db.js,24
/ma/api/account-risk/var-prediction,24
/boaform/admin/formLogin,24
/_next/static/css/4a064ca9127e4a37.css,24
/_next/static/chunks/:id-fc2543bd9781e428.js,23
/_next/static/chunks/app/ma/dashboard/layout-f5e2371a9949c69d.js,23
/_next/static/chunks/:id-f8eba1df2a2c20a0.js,23
/_next/static/chunks/webpack-3c05ef6c679a0da6.js,23
/admin/config.php,22
/.env.production.local,22
/config.yml,22
/config.yaml,22
/ma/api/private-funds/AAEO3A,22
/_next/static/chunks/app/ma/dashboard/private-funds/%5Bbeian_hao%5D/page-4df2987700b3ed7b.js,22
/_next/static/chunks/:id-173ae17d4ce5b6a1.js,22
/_next/static/chunks/:id-87940165a67b3d81.js,22
/_next/static/chunks/:id-6b49a3561748a2bc.js,22
/ma/api/account-risk/sector-ls-pnl,22
/_next/static/chunks/webpack-16a60844e1a4331c.js,22
/_next/static/chunks/app/ma/dashboard/private-funds/%5Bbeian_hao%5D/page-5c9c3baca26d5a6a.js,22
\x16\x03\x02\x01o\x01\x00\x01k\x03\x02RH\xC5\x1A#\xF7:N\xDF\xE2\xB4\x82/\xFF\x09,21
/appsettings.json,21
/_next/static/chunks/:id-fe1b0d4b9babed88.js,21
/ma/api/mom-analysis/data-import/etl-status,21
/_next/static/chunks/app/ma/dashboard/all-weather/page-ed328e13458fe896.js,21
/ma/api/reports/fof-weekly/status,21
/ma/api/mom-analysis/equity-curve,21
/_next/static/chunks/:id-656053a42bcbf2a5.js,21
/ma/dashboard/%E6%B6%9E%E7%86%99%E5%88%A9%E7%8E%87%E5%80%BA%E4%B8%80%E5%8F%B7%E4%BA%A7%E5%93%81%E4%BB%8B%E7%BB%8D_20260721.pdf,21
/_next/static/chunks/:id-1967f4c8f4aa8d58.js,21
/env,20
/.env.prod,20
/@fs/etc/passwd,20
/@fs/home/ec2-user/.aws/credentials,20
/@fs/proc/1/environ,20
/@fs/root/.aws/credentials,20
/actuator,20
/redirect,20
/api/proxy,20
/api/v1/fetch,20
/api/webhook,20
/webhook,20
/api/download,20
/preview,20
/screenshot,20
/image,20
/api/image,20
/application.env,20
/ma/dashboard/private-funds/managers/P1070325,20
/ma/api/instructions/process-config,20
/_next/static/chunks/:id-79b36c7cd4e88da8.js,20
/_next/static/chunks/:id-47cfd35d1a46cc1b.js,20
/_next/static/chunks/:id-d0fec92fcb5ace28.js,20
/config.txt,20
/config.conf,20
/config.bak,20
/config.old,20
/ma/api/mom-analysis/risk-return,20
/ma/api/ops/crawl-emails,20
/ma/api/account-risk/option-positions,20
/_next/static/chunks/app/ma/dashboard/tools/page-09ec6d39407591de.js,20
/_next/static/chunks/:id-afbd4717dbcf90ab.js,20
/_next/static/chunks/:id-e1f82b2846b6c960.js,20
/_next/static/css/9030d459ca58e879.css,20
/_next/static/chunks/:id-0584905ea839e63f.js,20
/_next/static/chunks/:id-abe0d345a5986e71.js,20
/phpinfo.php,19
/credentials.json,19
/.env.staging,19
/secrets.json,19
/.env.development.local,19
/ma/api/options/financial,19
/ma/api/realtime-quotes/scale-index-daily,19
/ma/api/realtime-quotes/turnover-concentration,19
/ma/api/realtime-quotes/scale-index-beat-ratio,19
/_next/static/chunks/:id-546decbd79d09698.js,19
/_next/static/chunks/app/ma/dashboard/private-funds/%5Bbeian_hao%5D/page-a74d745e9fc2018f.js,19
/_next/static/chunks/:id-ad58f5b30576a306.js,19
/.aws/credentials,18
/application.properties,18
/ma/api/chat,18
/web.config,18
/.env.example,18
/.env.backup,18
/ma/dashboard/private-funds/managers/P1004150,18
/ma/api/private-fund-managers/list-details,18
/ma/api/account-risk/account-daily-pnl,18
/ma/api/mom-analysis/account-risk-import/files,18
/_next/static/chunks/app/ma/dashboard/mom-analysis/page-09ec6d39407591de.js,18
/app/.env,17
/backend/.env,17
/wp-config.php.bak,17
/api,17
/.gitlab-ci.yml,17
/docker-compose.yml,17
/.git/HEAD,17
/.env.save,17
/ma/api/private-funds/AAZG5A,17
/_next/static/chunks/:id-3b5264b0bd5b2a32.js,17
/_next/static/chunks/:id-b461fb4a6ba6ed79.js,17
/_next/static/chunks/:id-4e2f4eeafd638915.js,17
/ma/api/ops/fund-elements/fof-coverage,17
/public/.env,16
/api/.env,16
/admin/.env,16
/core/.env,16
/terraform.tfvars,16
/.github/workflows/deploy.yml,16
/.env.development,16
