来源,产品名称,备案编码,产品全称,备案编号,基金管理人,投资顾问,成立日期,备案日期,托管券商,基金经理,开放日,是否可临开,申购费,追加限制,赎回费,预警线,封闭期,平仓线,管理费率,管理费说明,托管费,行政外包服务费,业绩报酬说明,管理规模,登记编号
团队跟踪,东恺祖率中性2号,SGE612,东恺祖率中性2号私募证券投资基金,SGE612,上海东恺投资,,2019-05-16,2019-05-21,招商证券股份有限公司,,,否,,,,,,,0,,,,,10-20亿元,P1069560
团队跟踪,博孚利凯玺1号私募证券投资基金,SGE910,博孚利凯玺1号私募证券投资基金,SGE910,厦门博孚利资管,,2019-03-22,2019-04-03,国信证券股份有限公司,,每个自然季的最后1个工作日,可临开申购和可临开赎回,1%,10万元的整数倍,持有产品不满365天，费率为1%,,无,,0.005,,0.01%,0.01%,对年化收益率大于5%以上部分提取10%作为业绩报酬。,50-100亿元,P1023120
团队跟踪,山东天宝一阳指三期私募证券投资基金,SGE941,山东天宝一阳指三期私募证券投资基金,SGE941,山东天宝,,2019-04-11,2019-04-23,长江证券股份有限公司,张勇,每月第17个自然日,可临开申购和可临开赎回,0%,,0%,0.92,无,0.9,0.02,,0.04%,0.04%,20%，单客户单笔高水位净值法,20-50亿元,P1030978
团队跟踪,宏锡量化30号私募证券投资基金,SGF715,宏锡量化30号私募证券投资基金,SGF715,广东宏锡基金,,2019-03-19,2019-03-21,广发证券股份有限公司,刘锡斌,,否,,,,,,,0,,,,,100亿元以上,P1008245
团队跟踪,广发资管可转债量化投资集合资产管理计划,SGF721,广发资管可转债量化投资集合资产管理计划,SGF721,广发证券资管,,2019-03-12,2019-03-21,招商证券股份有限公司,,,否,1%,,0%,,1年,,0,固定管理费1.3%年,0.1%,,"R≤8%，计提比例0%；
8%<R，计提比例20%，即S=(R-8%)X20%XKX(持有天数/365)",,PT0700003914
团队跟踪,雸昇启明星四号,SGF745,雸昇启明星四号私募证券投资基金,SGF745,杭州雸昇资管,,2019-04-12,2019-04-17,招商证券股份有限公司,,,否,,,,,,,0,,,,,5-10亿元,P1064624
团队跟踪,量道汇盈3号私募证券投资基金,SGF753,量道汇盈3号私募证券投资基金,SGF753,深圳量道投资,,2019-04-22,2019-04-29,中信建投证券股份有限公司,,"每月第一个交易日
",否,,,,0.85,无,0.8,0.005,"
",,"0.10%
","10%
",100亿元以上,P1016658
团队跟踪,鸣石积中12号择时对冲量化私募证券投资基金,SGF952,鸣石积中12号择时对冲量化私募证券投资基金,SGF952,上海鸣石,,2019-09-06,2019-09-17,国泰君安证券股份有限公司,王晓晗,,否,,,,,,,0,,,,,100亿元以上,P1005659
团队跟踪,珏朔逸群量化CTA一号,SGF958,珏朔逸群量化CTA一号私募基金,SGF958,上海珏朔资产,,2019-05-14,2019-05-20,国泰君安证券股份有限公司,马大壮,,否,,,,,,,0,,,,,20-50亿元,P1034694
团队跟踪,蜂雀量化市场中性1号私募证券投资基金,SGF962,蜂雀量化市场中性1号私募证券投资基金,SGF962,北京蜂雀投资,,2019-04-09,2019-04-29,招商证券股份有限公司,,,否,,,,,,,0,,,,,0-5亿元,P1062363
团队跟踪,盛恒二号,SGG034,盛恒二号私募证券投资基金,SGG034,深圳盛恒投资,,2019-03-15,2019-03-27,兴业证券股份有限公司,,每周周三、周四,否,,10万元起,"持有期小于180天，赎回费1%,；持有期大于180天，赎回费0%",0.87,,0.85,0.01,,0.025%,0.025%,20%,5-10亿元,P1060478
团队跟踪,鸣石锐驰七号私募证券投资基金,SGG222,鸣石锐驰七号私募证券投资基金,SGG222,上海鸣石,,2019-03-21,2019-04-01,中信证券股份有限公司,,,否,,,,,,,0,,,,,100亿元以上,P1005659
团队跟踪,黑玺湖畔1号私募证券投资基金,SGG536,黑玺湖畔1号私募证券投资基金,SGG536,杭州黑玺,,2019-09-09,2019-09-23,中信证券股份有限公司,王琰,,否,,,,,,,0,,,,,20-50亿元,P1060839
团队跟踪,博孚利尊享6号FOF私募证券投资基金,SGG537,博孚利泰亚1号FOF私募证券投资基金,SGG537,厦门博孚利资管,,2019-03-29,2019-04-08,兴业证券股份有限公司,,本基金自成立之日起，每个自然季度末月（即3月、6月、9月、12月）最后一个交易日开放申购赎回。,可临开申购和可临开赎回,1%,不少于1万元,持有期小于360天，赎回费率为 1%；持有期大于等于360天，免收。,,无,,0.01,,0.01%,0.01%,计提基准为年化6%，对超出6%部分计提20%,50-100亿元,P1023120
团队跟踪,明汯量化中小盘增强1号私募证券投资基金,SGG585,明汯量化中小盘增强1号私募证券投资基金,SGG585,上海明汯投资,,2019-04-04,2019-04-17,国泰君安证券股份有限公司,解环宇,每年每月第1个自然日，遇节假日顺延,否,,,,0.6,无,0.5,0,,,,,100亿元以上,P1004150
团队跟踪,启林正兴东绣1号,SGG834,启林正兴东绣1号私募证券投资基金,SGG834,上海启林投资,,2019-03-22,2019-04-03,兴业证券股份有限公司,王鸿勇,每个自然月最后一个交易日,否,1%,,0%,0.6,6个月,,0.015,A类1.5%，B类1%,0.05,0.05,20%,100亿元以上,P1064525
团队跟踪,富犇尊享稳进7号私募证券投资基金,SGG887,富犇尊享稳进7号私募证券投资基金,SGG887,上海富犇投资,,2019-03-21,2019-04-01,广发证券股份有限公司,,,否,,,,,,,0,,,,,5-10亿元,P1025359
团队跟踪,顽岩烽火私募证券投资基金,SGH019,顽岩烽火私募证券投资基金,SGH019,上海顽岩,,2019-05-31,2019-06-11,国泰君安证券股份有限公司,,,否,,,,,,,0,,,,,100亿元以上,P1034708
团队跟踪,广金美好中国新经济价值投资二期私募证券投资基金,SGH173,广金美好中国新经济价值投资二期私募证券投资基金,SGH173,广东横琴广鑫美好,,2019-05-09,2019-05-22,招商证券股份有限公司,,,否,,,,,,,0,,,,,50-100亿元,P1033731
团队跟踪,宽客小奖章私募证券投资基金,SGH526,宽客小奖章私募证券投资基金,SGH526,福建省宽客投资,,2019-04-04,2019-04-12,华泰证券股份有限公司,,,否,,,,,,,0,,,,,0-5亿元,P1019324
团队跟踪,珠海宽德九恒私募证券投资基金,SGH540,珠海宽德九恒私募证券投资基金,SGH540,珠海宽德,,2019-04-22,2019-04-28,招商证券股份有限公司,,,否,,,,,,,0,,,,,100亿元以上,P1031924
团队跟踪,致邃投资-致悦2号私募证券投资基金,SGH584,致邃投资-致悦2号私募证券投资基金,SGH584,上海致邃投资,,2019-04-15,2019-04-22,中信建投证券股份有限公司,,,否,,,,,,,0,,,,,5-10亿元,P1063212
团队跟踪,量锐41号私募证券投资基金,SGH593,量锐41号私募证券投资基金,SGH593,宁波金戈量锐资管,,2019-04-04,2019-04-18,华泰证券股份有限公司,金戈,,否,,,,,,,0,,,,,100亿元以上,P1008220
团队跟踪,歆享海盈13号私募证券投资基金,SGH612,歆享海盈13号私募证券投资基金,SGH612,上海歆享资管,,2019-03-29,2019-04-10,海通证券股份有限公司,胡晓亮、易巍,成立日的年度对日，可临开,可临开赎回,,,,,无,,0.01,1%,0.05%,0.05%,20%,5-10亿元,P1004037
团队跟踪,燧石占星者3号私募证券投资基金,SGH800,燧石占星者3号私募证券投资基金,SGH800,武汉燧石投资,,2019-05-21,2019-05-29,招商证券股份有限公司,,,否,,,,,,,0,,,,,0-5亿元,P1064973
团队跟踪,景资锐联CTA三号私募证券投资基金,SGH832,景资锐联CTA三号私募证券投资基金,SGH832,上海锐联景淳投资,,2019-05-31,2019-06-17,国泰君安证券股份有限公司,陈凡、梁晨,,否,,,,,,,0,,,,,20-50亿元,P1015682
团队跟踪,白鹭300指数增强二号,SGH902,浙江白鹭300指数增强二号私募证券投资基金,SGH902,浙江白鹭资管,,2019-04-19,2019-05-06,中国国际金融股份有限公司,,,否,,,,,,,0,,,,,20-50亿元,P1030053
团队跟踪,会世元启CTA1号,SGJ000,会世元启CTA1号私募证券投资基金,SGJ000,上海会世,,2019-02-25,2019-04-04,华泰证券股份有限公司,张议夫,,否,,,,,,,0,,,,,50-100亿元,P1068444
团队跟踪,量道吉祥2号私募证券投资基金,SGJ037,量道吉祥2号私募证券投资基金,SGJ037,深圳量道投资,,2019-07-29,2019-08-06,国泰君安证券股份有限公司,,每个交易日,否, 1%,1 万元的整数倍, 1%,0.7,无,0.6,0.015,仅对A类份额收取1.5%的管理费,,0.03%,"仅对A类份额计提
计提基准日：投资者赎回日、分红权益登记日、基金清算日及每年12月28日
采用单人单笔高水位计提方式，计提比例20%",100亿元以上,P1016658
团队跟踪,安值福慧量化5号私募证券投资基金,SGJ083,安值福慧量化5号私募证券投资基金,SGJ083,青岛安值投资,,2019-04-17,2019-04-25,中信证券股份有限公司,于超,每个工作日,否,B类份额：0%，A类份额：1%,,B类份额：0%。A类份额：持有期小于90天，赎回费率为1%；持有期大等于90天且小于180天，赎回费率为0.5%；持有期大等于180天，赎回费率为0%。赎回费用归基金管理人所有。,,,,0.01,B类份额：0%，A类份额：1%,A类份额：0.05%，B类份额：0%,A类份额：0.05%，B类份额：0%,"B类份额：0%。
A类份额：计提基准日分为固定计提基准日（封闭期结束后每年12月15日）、该类份额除息日（若有）、赎回申请日和基金终止日（其中固定计提基准日和除息日（若有）统称为“统一计提基准日”）。提取比例（Y）为20%",20-50亿元,P1066882
团队跟踪,锐天中证500指数增强高能1号私募证券投资基金,SGJ175,锐天中证500指数增强高能1号私募证券投资基金,SGJ175,上海锐天投资,,2019-04-30,2019-05-10,华泰证券股份有限公司,,,否,,,,,,,0,,,,,100亿元以上,P1024169
团队跟踪,天宝中证全指指增一期私募证券投资基金,SGJ347,天宝中证全指指增一期私募证券投资基金,SGJ347,山东天宝,,2019-05-29,2019-06-05,中泰证券股份有限公司,张勇,,否,,,,,,,0,,,,,20-50亿元,P1030978
团队跟踪,玄元元丰2号私募证券投资基金,SGJ508,玄元元丰2号私募证券投资基金,SGJ508,广东玄元,,2019-04-29,2019-05-13,国泰君安证券股份有限公司,张震宇,每自然月第10个自然日为开放日。如该对应日为非工作日，则开放日为该日后的第一个工作日。,可临开申购,B类份额：0,每次追加申购的最低金额为10万元人民币。,0,0.8,成立后180天（已结束）。,0.75,0,B类份额：0.5%/年,0.025%/年,0.025%/年,"B类份额：单人单笔高水位法，针对收益0%以上的部分计提10%业绩报酬
本基金业绩报酬计提日为：封闭期过后，每年1月及7月的最后一个交易日，基金份额持有人实际赎回基金份额时（包含全部赎回，部分赎回）、基金终止日。",100亿元以上,P1029168
团队跟踪,禹合高阿尔法1号私募证券投资基金,SGJ540,禹合高阿尔法1号私募证券投资基金,SGJ540,杭州禹合资管,,2019-04-17,2019-04-25,国信证券股份有限公司,周海霞,每周周一、周三、周五,可临开申购和可临开赎回,0%,,0%,0.64,,0.63,0.005,服务费：0.05%,0.05%,,对基金超额收益部分收取50%业绩报酬,0-5亿元,P1067260
团队跟踪,盛冠达CTA基本面量化1号私募证券投资基金,SGJ566,盛冠达CTA基本面量化1号私募证券投资基金,SGJ566,海南盛冠达,,2019-04-11,2019-04-19,中信证券股份有限公司,黄灿、余浩,每月最后一个交易日,否,0%,,0.00%,,无,,0.01,,,,20%,20-50亿元,P1001070
团队跟踪,众智农产品一号,SGJ584,众智农产品一号私募证券投资基金,SGJ584,广州众智,,2019-05-06,2019-05-13,国泰君安证券股份有限公司,丁乐,基金成立后的每周第1个交易日,可临开赎回,0,10万元起,0,0.85,无,0.8,0.01,,0.025%,0.025%,单个投资者单份额高水位法，提取比例20%,0-5亿元,P1012858
团队跟踪,盛冠达股指套利2号私募证券投资基金,SGJ662,盛冠达股指套利2号私募证券投资基金,SGJ662,海南盛冠达,,2019-04-23,2019-04-29,招商证券股份有限公司,张俊杰、黄灿,,否,,,,,,,0,,,,,20-50亿元,P1001070
团队跟踪,嗣盈迪辐转债1号,SGK019,嗣盈迪辐转债1号私募证券投资基金,SGK019,广州嗣盈,,2019-04-22,2019-04-28,华泰证券股份有限公司,张晓东、董存妮,,否,,,,,,,0.015,,,,,0-5亿元,P1031640
团队跟踪,博孚利尊享8号FOF私募证券投资基金,SGK024,博孚利尊享8号FOF私募证券投资基金,SGK024,厦门博孚利资管,,2019-04-09,2019-04-17,兴业证券股份有限公司,,每季度末月3，6，9，12 最后一个交易日,否,1%,不少于 1 万元,持有期小于360天，赎回费率为1%；持有期大于等于360天，免收。,,无,,0.01,,0.025%,0.025%,年化收益率超过10%的部分提取10%作为业绩报酬,50-100亿元,P1023120
团队跟踪,孝庸市场中性泰创一号私募证券投资基金,SGK095,孝庸市场中性泰创一号私募证券投资基金,SGK095,上海孝庸,,2019-04-09,2019-04-17,中信建投证券股份有限公司,,每年的6月、12月第三个工作日,否,0%,,0%,,无,,0,,0.05%,0.05%,当期超过年化收益4%盈利部分的50%作为业绩报酬,100亿元以上,P1031310
团队跟踪,华钧地节1期私募证券投资基金,SGK101,华钧地节1期私募证券投资基金,SGK101,北京华钧广汇投资,,2019-04-11,2019-04-17,中信证券股份有限公司,,周度,否,0%,,0%,0.95,无,0.92,0,,0.025%,,将根据委托人每笔投资的期间年化收益率按照【50】%的比例收取业绩报酬,10-20亿元,P1067480
团队跟踪,世纪前沿指数增强1号,SGK119,世纪前沿指数增强1号私募证券投资基金,SGK119,海南世纪前沿,,2019-04-18,2019-04-26,国信证券股份有限公司,,,否,,,,,,,0,,,,,100亿元以上,P1068951
团队跟踪,宽投宽涌,SGK163,宽投宽涌私募证券投资基金,SGK163,上海宽投资管,,2019-04-18,2019-04-23,国信证券股份有限公司,严宓,,否,,,,,,,0,,,,,100亿元以上,P1010769
团队跟踪,牟合资产方田35号私募证券投资基金,SGK406,牟合资产方田35号私募证券投资基金,SGK406,北京牟合资管,,2019-04-23,2019-04-26,华泰证券股份有限公司,李一铮,,否,,,,,,,0,,,,,5-10亿元,P1005784
团队跟踪,橡木观海一号私募证券投资基金,SGK651,橡木观海一号私募证券投资基金,SGK651,杭州橡木,,2019-05-17,2019-05-27,国泰君安证券股份有限公司,,封闭期结束后的下一个月最后一个交易日及之后每自然季度最后一个交易日,否,,,,,3个月,,0.01,1%,0.025%,0.025%,18%,50-100亿元,P1068698
团队跟踪,锐天致远私募证券投资基金,SGK655,锐天致远私募证券投资基金,SGK655,上海锐天投资,,2019-06-10,2019-06-17,招商证券股份有限公司,徐晓波,,否,,,,,,,0,,,,,100亿元以上,P1024169
团队跟踪,启林相对价值2号私募证券投资基金,SGK768,启林相对价值2号私募证券投资基金,SGK768,上海启林投资,,2019-04-19,2019-04-24,国泰君安证券股份有限公司,,,否,,,,,,,0,,,,,100亿元以上,P1064525
团队跟踪,致邃投资-致盈11号,SGK795,致邃投资-致盈11号私募证券投资基金,SGK795,上海致邃投资,,2019-04-11,2019-04-19,中信建投证券股份有限公司,,每周周二、周三,否,0%,,0%,,无,,0.01,,,,45%（计提完年化收益不低于6%）,5-10亿元,P1063212
团队跟踪,盈迈腾顶一号证券私募投资基金,SGK843,盈迈腾顶一号证券私募投资基金,SGK843,浙江盈迈资管,,2020-05-07,2020-05-19,国泰君安证券股份有限公司,,每个周三,否,0.6%,,0%,0.75,无,0.7,0.01,,0.05%,0.05%,20%,0-5亿元,P1068178
团队跟踪,塞帕思哥伦布一号指数增强私募证券投资基金,SGK940,塞帕思哥伦布一号指数增强私募证券投资基金,SGK940,杭州塞帕思投资,,2019-05-27,2019-06-13,国泰君安证券股份有限公司,,,否,,,,,,,0,,,,,0-5亿元,P1033995
团队跟踪,雸昇虎玉私募证券投资基金,SGL080,雸昇虎玉私募证券投资基金,SGL080,杭州雸昇资管,,2019-05-10,2019-05-17,招商证券股份有限公司,,每自然月15号,否,,,,0.92,,0.9,0.01,1%,,,20%,5-10亿元,P1064624
团队跟踪,爱凡哲多策略海纳一号私募证券投资基金,SGL180,爱凡哲多策略海纳一号私募证券投资基金,SGL180,爱凡哲投资,,2019-04-22,2019-04-26,国信证券股份有限公司,杨森,"每月最后一个工作日
",可临开赎回,0,,0,0.9,无,0.88,0.01,"1.00%
",,"0.10%
","30%
",20-50亿元,P1066184
团队跟踪,希格斯新视野1号私募证券投资基金,SGL202,希格斯新视野1号私募证券投资基金,SGL202,杭州希格斯投资,,2019-05-28,2019-06-03,国投证券股份有限公司,,,否,,,,,,,0,,,,,20-50亿元,P1069042
团队跟踪,联海星辰3号私募证券投资基金,SGL308,联海星辰3号私募证券投资基金,SGL308,北京星鹏联海,,2019-05-10,2019-05-14,招商证券股份有限公司,,,可临开申购,,,,,,,0,,,,,20-50亿元,P1034351
团队跟踪,致远私享十号私募证券投资基金,SGL366,致远私享十号私募证券投资基金,SGL366,珠海致诚卓远投资,,2019-06-17,2019-06-21,中国国际金融股份有限公司,史帆,,否,,,,,,,0,,,,,100亿元以上,P1065479
团队跟踪,均成博孚利1号,SGL684,均成博孚利1号私募证券投资基金,SGL684,广东横琴均成,,2019-04-24,2019-05-06,国泰君安证券股份有限公司,司维,"每月的最后一个交易日
",可临开赎回,,,,0.75,无,0.7,0.005,"0.5%
",,"0.05%
","年化10%以上的部分30%
",50-100亿元,P1061222
团队跟踪,米纳多策略1号私募证券投资基金,SGL811,米纳多策略1号私募证券投资基金,SGL811,横琴米纳资管,,2019-04-29,2019-05-17,国信证券股份有限公司,,,否,,,,,,,0,,,,,0-5亿元,P1069406
团队跟踪,量锐32号私募证券投资基金,SGL815,量锐32号私募证券投资基金,SGL815,宁波金戈量锐资管,,2019-04-30,2019-05-10,招商证券股份有限公司,金戈,,否,,,,,,,0,,,,,100亿元以上,P1008220
团队跟踪,因诺阿尔法1号私募证券投资基金,SGL835,因诺阿尔法1号私募证券投资基金,SGL835,上海因诺资管,,2019-05-08,2019-05-20,招商证券股份有限公司,,,否,,,,,,,0,,,,,100亿元以上,P1006164
团队跟踪,启元廖谱2号私募证券投资基金,SGM008,启元廖谱2号私募证券投资基金,SGM008,温州启元资管,,2019-04-26,2019-04-30,国信证券股份有限公司,,,否,,,,,,,0,,,,,20-50亿元,P1012870
团队跟踪,博普稳增8号私募证券投资基金,SGM090,博普稳增8号私募证券投资基金,SGM090,深圳前海博普资管,,2019-05-22,2019-06-03,招商证券股份有限公司,,,否,,,,,,,0,,,,,20-50亿元,P1067653
团队跟踪,思勰投资思孚六十三号中周期CTA私募证券投资基金,SGM226,思勰投资思孚六十三号中周期CTA私募证券投资基金,SGM226,上海思勰投资,,2019-05-10,2019-05-17,国信证券股份有限公司,,每个自然月的20号,否,1%,,0%,0.85,,0.85,0.01,,0.025%,0.025%,20%,100亿元以上,P1032873
团队跟踪,安值福慧量化6号私募证券投资基金,SGM242,安值福慧量化6号私募证券投资基金,SGM242,青岛安值投资,,2019-05-16,2019-06-03,招商证券股份有限公司,于超,,否,,,,,,,0,,,,,20-50亿元,P1066882
团队跟踪,尚艺阳光1号,SGM266,尚艺阳光1号私募证券投资基金,SGM266,北京尚艺,,2019-04-25,2019-05-07,中信证券股份有限公司,王峥,,否,,,,,,,0,,,,,50-100亿元,P1006152
团队跟踪,永泉奇点1号混合投资私募基金,SGM299,永泉奇点1号混合投资私募基金,SGM299,宁波永泉,,2019-04-30,2019-05-10,国信证券股份有限公司,,每月最后一天,否,,,,,,,0,,,,,0-5亿元,P1017919
团队跟踪,鸣石锐驰八号私募证券投资基金,SGM311,鸣石锐驰八号私募证券投资基金,SGM311,上海鸣石,,2019-05-10,2019-05-20,中信证券股份有限公司,杨堃,,否,,,,,,,0,,,,,100亿元以上,P1005659
团队跟踪,常行500指数增强1号私募证券投资基金,SGM469,常行500指数增强1号私募证券投资基金,SGM469,江苏常行投资,,2019-04-24,2019-05-05,中国民生银行股份有限公司,,,否,,,,,,,0,,,,,0-5亿元,P1021817
团队跟踪,赢仕创盈六号私募证券投资基金,SGM600,赢仕创盈六号私募证券投资基金,SGM600,上海赢仕投资,,2019-04-30,2019-05-13,中信证券股份有限公司,任伟,每自然月第10个自然日为开放日。如该对应日为非工作日，则开放日为该日后的第一个工作日。,可临开申购,B类份额：0,每次追加申购的最低金额为10万元人民币。,0,0.8,成立后180天（已结束）。,0.75,0,B类份额：0.5%/年,0.025%/年,0.025%/年,"B类份额：单人单笔高水位法，针对收益0%以上的部分计提10%业绩报酬
本基金业绩报酬计提日为：封闭期过后，每年1月及7月的最后一个交易日，基金份额持有人实际赎回基金份额时（包含全部赎回，部分赎回）、基金终止日。",10-20亿元,P1028261
团队跟踪,赢仕创盈九号私募证券投资基金,SGM664,赢仕创盈九号私募证券投资基金,SGM664,上海赢仕投资,,2019-04-30,2019-05-10,中信证券股份有限公司,,,否,,,,,,,0,,,,,10-20亿元,P1028261
团队跟踪,垒盈量化一号私募证券投资基金,SGM896,垒盈量化一号私募证券投资基金,SGM896,上海垒盈,,2019-06-26,2019-08-01,兴业证券股份有限公司,,"每月25号
",否,,,,0.93,无封闭期,0.9,0.01,"1.00%
",,"0.10%
","20%
",5-10亿元,P1034005
团队跟踪,明汯量化中小盘增强1号1期私募证券投资基金,SGM969,明汯量化中小盘增强1号1期私募证券投资基金,SGM969,上海明汯投资,,2019-04-23,2019-04-28,国泰君安证券股份有限公司,,,否,,,,,,,0,,,,,100亿元以上,P1004150
团队跟踪,源晖量化一号,SGM992,源晖量化一号私募证券投资基金,SGM992,北京源晖投资,,2019-06-17,2019-06-21,东方证券股份有限公司,,,否,,,,,,,0,,,,,5-10亿元,P1067910
团队跟踪,定达量化CTA1号,SGN226,定达量化CTA1号私募证券投资基金,SGN226,珠海横琴定达资管,,2019-04-30,2019-05-10,兴业证券股份有限公司,李翌,"申购：每个自然月6、16、26日
赎回：每个自然月6、16、26日",可临开赎回,0%,不低于1万元。,0%,0.93,无,0.9,0.01,,0.05%,0.05%,"整体年化收益收取：
采用“年化收益率”法计提业绩报酬。对年化收益率大于0%的部分提取20%作为业绩报酬。",0-5亿元,P1061341
团队跟踪,朋锦永宁,SGN254,朋锦永宁私募证券投资基金,SGN254,仲阳天王星,,2019-05-27,2019-06-10,兴业证券股份有限公司,谢洪燕,,否,,,,,,,0,,,,,100亿元以上,P1005954
团队跟踪,博普安泰2号,SGN354,博普安泰2号私募证券投资基金,SGN354,深圳博普科技,,2019-09-24,2019-09-27,国泰君安证券股份有限公司,袁豪,每月第三个周五,否,1%,,0%,0.85,无,0.8,0.02,,0.03%,0.03%,20%,50-100亿元,P1001724
团队跟踪,博孚利嘉兴5号,SGN494,博孚利嘉兴5号私募证券投资基金,SGN494,厦门博孚利资管,,2019-04-26,2019-05-07,兴业证券股份有限公司,,每周三,可临开申购和可临开赎回,1%,不少于1万元人民币,三个月内赎回按0.5%收取,0.75,无,0.7,0.013,,0.025%,0.025%,份额高水位法，提取比例为20%,50-100亿元,P1023120
团队跟踪,国元期货博孚利一号FOF集合资产管理计划,SGN511,国元期货博孚利一号FOF集合资产管理计划,SGN511,国元期货,,2019-08-07,2019-09-04,招商证券股份有限公司,,每自然月第10个自然日为开放日。如该对应日为非工作日，则开放日为该日后的第一个工作日。,可临开申购,B类份额：0,每次追加申购的最低金额为10万元人民币。,0,0.8,成立后180天（已结束）。,0.75,0.015,B类份额：0.5%/年,0.025%/年,0.025%/年,"B类份额：单人单笔高水位法，针对收益0%以上的部分计提10%业绩报酬
本基金业绩报酬计提日为：封闭期过后，每年1月及7月的最后一个交易日，基金份额持有人实际赎回基金份额时（包含全部赎回，部分赎回）、基金终止日。",,GC0500030831
团队跟踪,玉数纯阿尔法一号私募证券投资基金,SGN799,玉数纯阿尔法一号私募证券投资基金,SGN799,上海玉数投资,,2019-05-30,2019-06-17,华泰证券股份有限公司,赵俊辰,每周的最后一个工作日,否,0,,持有期低于【180 天】（不含）的，赎回费率为【0.5】%；持有期在【180 天】及以上 的，赎回费率为【0】%。,,无,,0.01,,,,单个投资者单份额高水位法（√赎回√分红固定时点√清盘业绩报酬） 整体计提15%,10-20亿元,P1065673
团队跟踪,天戈超线性1号私募证券投资基金,SGP230,天戈超线性1号私募证券投资基金,SGP230,上海天戈投资,,2019-05-13,2019-07-09,中信证券股份有限公司,,,否,,,,,,,0,,,,,5-10亿元,P1008509
团队跟踪,蒙玺分形2号,SGP287,蒙玺分形2号私募证券投资基金,SGP287,上海蒙玺投资,,2019-05-27,2019-06-03,兴业证券股份有限公司,李骧,每个自然月20日,否,,,,0.85,,0.8,0.01,1%,0.05%,0.05%,20%,100亿元以上,P1063294
团队跟踪,蒙玺分形3号私募证券投资基金,SGP290,蒙玺分形3号私募证券投资基金,SGP290,上海蒙玺投资,,2020-04-15,2020-04-16,招商证券股份有限公司,,"每周三申购，每月30赎回
",否,,,,0.92,,0.9,0,"1.00%
",,"0.06%
","20%
",100亿元以上,P1063294
团队跟踪,蒙玺万象精选对冲1号私募证券投资基金,SGP291,蒙玺万象精选对冲1号私募证券投资基金,SGP291,上海蒙玺投资,,2020-05-14,2020-05-18,招商证券股份有限公司,,"每周五
",否,,,,0.92,无,0.9,0.01,"
",,"0.06%
","20%
",100亿元以上,P1063294
团队跟踪,旭诺CTA三号,SGP516,旭诺CTA三号私募基金,SGP516,上海旭诺资管,,2019-06-03,2019-06-06,广发证券股份有限公司,罗晨,每月25日,否,0%,1万元起,0%,,无,,0.01,,0.05%,0.05%,20%,10-20亿元,P1002888
团队跟踪,展弘贵金属套利1号,SGP607,展弘贵金属套利1号私募证券投资基金,SGP607,上海展弘投资,,2019-07-08,2019-07-12,国泰君安证券股份有限公司,,不设置封闭期，开放日为每月最后一个交易日,否,0,,0,0.9,无,0.88,0.005,,,,采用单个投资者单笔投资年化收益差额法分段计提，设R为投资者持有期间年化收益率，基金业绩报酬计提基准为年化3%。R≤3%时不计提业绩报酬，超过3%到6%（不含6%）的部分提取5%的业绩报酬，超过6%到9%（不含9%）的部分提取10%的业绩报酬，超过9%到12%（不含12%）的部分提取30%的业绩报酬，超过12%部分提取50%的业绩报酬。,100亿元以上,P1015638
团队跟踪,世纪前沿指数增强2号,SGP682,世纪前沿指数增强2号私募证券投资基金,SGP682,海南世纪前沿,,2019-06-04,2019-06-11,国信证券股份有限公司,周志豪,每月最后1个工作日,可临开赎回,,,,,无,,0.01,,0.03%,0.03%,20%,100亿元以上,P1068951
团队跟踪,小黑妞满天星1号,SGP871,小黑妞满天星1号私募证券投资基金,SGP871,上海小黑妞资管,,2019-06-10,2019-06-17,国泰君安证券股份有限公司,,每月第四个周三之后的两个交易日,可临开申购,1%,,持有期小于365天，赎回费率为1%；持有期大等于365天，赎回费率为0%,0.88,无,0.85,0.015,,0.025%,0.025%,单客户单笔高水位法，20%,20-50亿元,P1011010
团队跟踪,希格斯新视野3号私募证券投资基金,SGP974,希格斯新视野3号私募证券投资基金,SGP974,杭州希格斯投资,,2019-06-27,2019-07-05,中泰证券股份有限公司,,"每月12日，遇非顺延
",否,,,,0.92,无封闭期,0.9,0.01,"1.00%
",,"0.10%
","20%
",20-50亿元,P1069042
团队跟踪,黑翼市场中性3号,SGQ683,黑翼市场中性3号私募证券投资基金,SGQ683,上海黑翼资管,,2019-06-17,2019-07-04,招商证券股份有限公司,邹倚天,本基金开放日为每个工作日,否, 本基金无申购费用,,基金份额持有时间少于 6 个月，赎回费率 1%；若基金份额持有时间大于等于 6 个月， 赎回费率 0%。 ,,无,,0.02,,0.1%,,单客户单笔份额高水位法，对超过上次成功计提基准日基金份额累计净值部分按20%比例进行计提,100亿元以上,P1004419
团队跟踪,宏量鼎诚,SGQ716,宏量鼎诚私募证券投资基金,SGQ716,北京宏量资管,,2019-05-28,2019-06-11,华泰证券股份有限公司,胡齐,,否,,,,,,,0,,,,,5-10亿元,P1065674
团队跟踪,恒如套利三号,SGQ731,恒如套利三号私募证券投资基金,SGQ731,上海恒如投资,,2019-09-19,2019-10-12,海通证券股份有限公司,甘磊,申购开放日为每周一和周二；赎回开放日为每月第四周的周二,否,0%,10万元起,0%,0.97,无,0.95,0.004,,0.02%/年,0.02%/年,高出水位线部分提取10%,0-5亿元,P1000715
